"Datum (UTC)";"Import Saldo";"Kernenergie";"Nicht Erneuerbar";"Erneuerbar";"Day Ahead Auktion (ES)"
2015-01-18 23:00:00;1174.31;7105;11999;7836;38.24
2015-01-19 00:00:00;1236.28;7104;10689.5;7438.5;34.9
2015-01-19 01:00:00;1393.17;7105;10162.5;7145.5;33.04
2015-01-19 02:00:00;1704.8;7104;9485;7278;29.53
2015-01-19 03:00:00;1439.95;7104;8826.5;8192.5;28.07
2015-01-19 04:00:00;816.52;7102;9046;9328;31.17
2015-01-19 05:00:00;257.08;7100;10642.5;10494.5;39.2
2015-01-19 06:00:00;929.4;7099;12539.5;11514.5;52.07
2015-01-19 07:00:00;1288.52;7103;14554.5;12559.5;56.49
2015-01-19 08:00:00;1803.17;7102;14159;14132;64.88
2015-01-19 09:00:00;1334.26;7103;14707.5;15330.5;65.02
2015-01-19 10:00:00;1248.41;7102;14911.5;15388.5;64.88
2015-01-19 11:00:00;652.9;7102;15547.5;15086.5;59.07
2015-01-19 12:00:00;551.42;7053;15814.5;14834.5;55.69
2015-01-19 13:00:00;-498.95;6946;15653;14823;47.72
2015-01-19 14:00:00;-664.88;6837;15695.5;14652.5;47.43
2015-01-19 15:00:00;257.72;6729;15295;14018;54.56
2015-01-19 16:00:00;446.47;6623;16049;13767;60.69
2015-01-19 17:00:00;922.18;6531;17204;14045;67.25
2015-01-19 18:00:00;1020.93;;;;70.01
2015-01-19 19:00:00;597.07;;;;69
2015-01-19 20:00:00;37.67;6225;17389;15199;65.69
2015-01-19 21:00:00;-294.96;6198;16255.5;13712.5;60.76
2015-01-19 22:00:00;-439.97;6135;15460;11091;56.69
2015-01-19 23:00:00;-390.77;6100;14642;9483;46.67
2015-01-20 00:00:00;-217.49;6097;13175.5;8431.5;42.44
2015-01-20 01:00:00;-109.48;6096;11941.5;8377.5;42.02
2015-01-20 02:00:00;-593.59;6097;11807;8645;40
2015-01-20 03:00:00;-89.05;6096;11588.5;8288.5;39.4
2015-01-20 04:00:00;55.47;6097;12576;7556;42.02
2015-01-20 05:00:00;983.04;6096;13750.5;7501.5;47.43
2015-01-20 06:00:00;1724.39;6093;15701.5;9420.5;63.89
2015-01-20 07:00:00;2453.88;6094;16948;11050;67.69
2015-01-20 08:00:00;2309.49;6094;16894.5;12551.5;71.15
2015-01-20 09:00:00;2496.34;6094;16877;13224;77.51
2015-01-20 10:00:00;2250.48;6095;17492;12863;74.75
2015-01-20 11:00:00;1731.17;6094;18022.5;12524.5;69.89
2015-01-20 12:00:00;1497.82;6095;18287;12537;67.94
2015-01-20 13:00:00;1030.34;6095;17772;12317;65.01
2015-01-20 14:00:00;1439.89;6094;18000;11197;65.01
2015-01-20 15:00:00;1212.71;6094;19144;10369;66.6
2015-01-20 16:00:00;958.43;6094;19960.5;10475.5;67.94
2015-01-20 17:00:00;1714.3;6094;20604;11098;69.89
2015-01-20 18:00:00;1979.51;6097;20643;12280;70.91
2015-01-20 19:00:00;1781.62;6097;20666.5;12456.5;69.18
2015-01-20 20:00:00;1334.22;6097;20202.5;12421.5;65.75
2015-01-20 21:00:00;1726.67;6097;17887.5;11283.5;63.1
2015-01-20 22:00:00;1547.05;6096;16210;9276;57.59
2015-01-20 23:00:00;1255.32;6098;14730;8223;60.01
2015-01-21 00:00:00;1313.97;6098;12843;7996;47.43
2015-01-21 01:00:00;888.32;6099;11784;8267;45.94
2015-01-21 02:00:00;564.34;6099;11625;8613;43.77
2015-01-21 03:00:00;515.46;6098;11211.5;9199.5;42
2015-01-21 04:00:00;796.29;6097;11401.5;9541.5;42.88
2015-01-21 05:00:00;1117.47;6095;12140;10342;46.04
2015-01-21 06:00:00;1402.58;6095;13971.5;11592.5;59.82
2015-01-21 07:00:00;1706.39;6096;15493.5;13311.5;62.33
2015-01-21 08:00:00;2060.34;6096;15049.5;14964.5;65.69
2015-01-21 09:00:00;2015.19;6097;15321.5;15456.5;67.75
2015-01-21 10:00:00;1543.41;6096;15230.5;15931.5;65.01
2015-01-21 11:00:00;1381.78;6097;15272;15528;59.01
2015-01-21 12:00:00;759.68;6097;15291.5;16048.5;52.6
2015-01-21 13:00:00;-513.43;6129;15081;16566;45.13
2015-01-21 14:00:00;-157.48;6199;15183;15932;44.95
2015-01-21 15:00:00;476.45;6208;15112;15233;46.25
2015-01-21 16:00:00;718.68;6212;15719.5;14850.5;55.47
2015-01-21 17:00:00;763.1;6275;16636;15607;59.82
2015-01-21 18:00:00;1757.75;6366;16815;15857;58.34
2015-01-21 19:00:00;1793.66;6436;16802;15814;55.02
2015-01-21 20:00:00;903.81;6498;15582.5;16911.5;45
2015-01-21 21:00:00;-62.09;6513;14783.5;15903.5;42
2015-01-21 22:00:00;-832.31;6518;13805;14303;38.5
2015-01-21 23:00:00;-1145.75;6553;12458;13133;39.96
2015-01-22 00:00:00;-786.4;6630;10836;12676;38.4
2015-01-22 01:00:00;-802.85;6721;9972.5;12386.5;36.98
2015-01-22 02:00:00;-988.61;6807;9885;12317;33.33
2015-01-22 03:00:00;-736.66;6851;9509.5;12371.5;33.04
2015-01-22 04:00:00;-628.61;6882;9567.5;12656.5;33.33
2015-01-22 05:00:00;-279.52;6912;10714;12881;39.2
2015-01-22 06:00:00;179.44;6943;12791;13207;45.03
2015-01-22 07:00:00;344.34;6972;14815;13982;57.2
2015-01-22 08:00:00;602.58;7000;14846.5;14955.5;61.57
2015-01-22 09:00:00;797.92;7029;14682;15891;63.27
2015-01-22 10:00:00;-185.47;7060;14473.5;16821.5;61.45
2015-01-22 11:00:00;-1262.14;7088;14644.5;17321.5;55.35
2015-01-22 12:00:00;-1750.02;7094;15238.5;17118.5;54.01
2015-01-22 13:00:00;-2426.62;7095;15054.5;17053.5;47.43
2015-01-22 14:00:00;-2088.37;7098;14806.5;16512.5;47.37
2015-01-22 15:00:00;-1045.38;7099;14424;15860;51.99
2015-01-22 16:00:00;-978.67;7098;14895;15717;59.2
2015-01-22 17:00:00;169.08;7093;15646.5;15903.5;64.56
2015-01-22 18:00:00;1019.21;7094;16659.5;15742.5;65
2015-01-22 19:00:00;961.74;7095;17054;15439;63.91
2015-01-22 20:00:00;79.56;7098;17238.5;15324.5;60.76
2015-01-22 21:00:00;-8.92;7095;15957;13791;55.1
2015-01-22 22:00:00;-577.79;7095;14565.5;12315.5;48
2015-01-22 23:00:00;-571.72;7095;12603.5;11505.5;44.45
2015-01-23 00:00:00;-525.7;7095;11098.5;11391.5;42.1
2015-01-23 01:00:00;-1133.09;7096;10864;11311;39.4
2015-01-23 02:00:00;-970.04;7096;10362.5;11339.5;38
2015-01-23 03:00:00;-860.32;7096;10300.5;11228.5;35
2015-01-23 04:00:00;-728.4;7097;10552;11111;38
2015-01-23 05:00:00;-752.64;7097;11545.5;11442.5;43.6
2015-01-23 06:00:00;1172.4;7099;13247.5;12157.5;57.66
2015-01-23 07:00:00;1343.67;7101;14922.5;13313.5;62.1
2015-01-23 08:00:00;1064.21;7103;14848;14975;67.01
2015-01-23 09:00:00;628.61;7104;14722;16029;68.5
2015-01-23 10:00:00;34.43;7104;14471.5;16644.5;67
2015-01-23 11:00:00;-375.45;7102;14319.5;16867.5;62.78
2015-01-23 12:00:00;-858.65;7103;14112.5;17067.5;59.65
2015-01-23 13:00:00;-1149.81;7104;13655;16538;48.25
2015-01-23 14:00:00;-1095.03;7104;13368;16107;47.1
2015-01-23 15:00:00;-822.67;7100;13105.5;15795.5;52.6
2015-01-23 16:00:00;-473.24;7097;14023.5;14766.5;58.34
2015-01-23 17:00:00;472.47;7099;15141.5;14505.5;62.42
2015-01-23 18:00:00;705.64;7099;16166;15064;65
2015-01-23 19:00:00;511.38;7098;16468.5;14969.5;63.13
2015-01-23 20:00:00;-148.74;7099;16651.5;14887.5;60.03
2015-01-23 21:00:00;-446.9;7099;15835;13537;57.59
2015-01-23 22:00:00;-654.06;7100;14945.5;12062.5;47.87
2015-01-23 23:00:00;-2056.05;7099;13953;11680;44.01
2015-01-24 00:00:00;-1776.07;7098;12343;10656;43.12
2015-01-24 01:00:00;-2160.92;7100;11284;10771;40.43
2015-01-24 02:00:00;-1248.8;7099;10493;10741;36.1
2015-01-24 03:00:00;-304.59;7099;10152;10370;35
2015-01-24 04:00:00;-86.12;7099;9818.5;10454.5;35
2015-01-24 05:00:00;39.08;7097;9565;10561;39.1
2015-01-24 06:00:00;-242.59;7096;9888.5;11265.5;41.35
2015-01-24 07:00:00;655.9;7094;9592.5;11766.5;42.58
2015-01-24 08:00:00;776.36;7091;10490.5;13228.5;51.9
2015-01-24 09:00:00;585.89;7091;11327.5;14699.5;57.1
2015-01-24 10:00:00;373.17;7089;11084.5;15286.5;57.59
2015-01-24 11:00:00;69.26;7091;10635;15336;55.79
2015-01-24 12:00:00;-19.64;7094;10664.5;15277.5;52.6
2015-01-24 13:00:00;-291.72;7095;10718.5;14960.5;45.2
2015-01-24 14:00:00;-630.44;7096;9970.5;14972.5;43.1
2015-01-24 15:00:00;-545.41;7097;9705.5;14565.5;40.43
2015-01-24 16:00:00;-507.87;7096;10553;13618;43.52
2015-01-24 17:00:00;-257.75;7097;11360;14541;53.04
2015-01-24 18:00:00;-697.73;7097;11613;16976;57.9
2015-01-24 19:00:00;-697.96;7099;11633.5;17502.5;57.59
2015-01-24 20:00:00;-447.68;7098;11568;17147;57.25
2015-01-24 21:00:00;-198.15;7099;11176;15762;50.95
2015-01-24 22:00:00;-1198.56;7097;10384;15268;45.95
2015-01-24 23:00:00;-2231.41;7096;10171;13776;39.79
2015-01-25 00:00:00;-2183.52;7097;9337.5;13380.5;31.4
2015-01-25 01:00:00;-2512.75;7097;8888.5;13203.5;25.83
2015-01-25 02:00:00;-2421.05;7098;8520;13074;28.58
2015-01-25 03:00:00;-2589.98;7098;7990.5;13215.5;25.88
2015-01-25 04:00:00;-2446.36;7098;7788;13443;28.13
2015-01-25 05:00:00;-2193.68;7097;8009.5;13364.5;30
2015-01-25 06:00:00;-1280.26;7098;7406.5;13554.5;30.6
2015-01-25 07:00:00;-1159.03;7098;7419;13801;32.8
2015-01-25 08:00:00;-997.46;7096;7603;14899;38.4
2015-01-25 09:00:00;-1430.72;7097;7830;15600;40.5
2015-01-25 10:00:00;-1821.25;7096;7798;16653;41
2015-01-25 11:00:00;-2230.75;7096;7749.5;16844.5;40.5
2015-01-25 12:00:00;-1682.34;7099;7592;16614;40.44
2015-01-25 13:00:00;-1057.17;7099;7450.5;16254.5;38.5
2015-01-25 14:00:00;-1247.62;7097;7224.5;15983.5;34.82
2015-01-25 15:00:00;-1403.76;7094;7552;15279;35.9
2015-01-25 16:00:00;-1176.84;7092;8097;14217;40.5
2015-01-25 17:00:00;286.69;7095;8955.5;13858.5;55.1
2015-01-25 18:00:00;765.47;7097;9839;15355;62.7
2015-01-25 19:00:00;877.56;7099;10158;16265;63.89
2015-01-25 20:00:00;714.07;7097;10355.5;16519.5;61.95
2015-01-25 21:00:00;474.28;7098;9820;16128;58.34
2015-01-25 22:00:00;105.53;7097;9843.5;13626.5;51.1
2015-01-25 23:00:00;-868.62;7098;10315;11468;40.84
2015-01-26 00:00:00;-72.33;7100;8954;10551;38
2015-01-26 01:00:00;-17.29;7099;8694;10137;35.09
2015-01-26 02:00:00;269.38;7098;8542;9832;35
2015-01-26 03:00:00;271.11;7098;8570;9767;35.63
2015-01-26 04:00:00;235.51;7097;9139;9843;36.99
2015-01-26 05:00:00;-207.55;7096;10796.5;10012.5;45.1
2015-01-26 06:00:00;722.34;7097;12433;11758;60.76
2015-01-26 07:00:00;1278.88;7099;13714.5;13595.5;65.01
2015-01-26 08:00:00;1463.51;7100;13807.5;14828.5;68.85
2015-01-26 09:00:00;1326.21;7104;14102.5;15290.5;69.7
2015-01-26 10:00:00;855.72;7105;13692.5;15937.5;69.49
2015-01-26 11:00:00;376.28;7105;14229.5;15303.5;67.48
2015-01-26 12:00:00;97.36;7103;14421.5;15048.5;65.78
2015-01-26 13:00:00;-132.03;7102;14605;13870;61.64
2015-01-26 14:00:00;-328.09;7101;14408.5;13775.5;60.76
2015-01-26 15:00:00;-96.41;7101;14402.5;13359.5;62.75
2015-01-26 16:00:00;57.71;7102;14771;13450;65.78
2015-01-26 17:00:00;695.14;7102;15783;13642;69
2015-01-26 18:00:00;852.81;7103;16472.5;14964.5;71.15
2015-01-26 19:00:00;691.31;7105;16307;15533;69.7
2015-01-26 20:00:00;54.79;7106;17136;14558;67.01
2015-01-26 21:00:00;-76.41;7105;15205;13718;63
2015-01-26 22:00:00;-52.74;7105;14023;11065;57.59
2015-01-26 23:00:00;-165.48;7105;13137;9365;52.1
2015-01-27 00:00:00;-138.94;7104;11649;8902;43.52
2015-01-27 01:00:00;-6.02;7106;10687;8773;41.1
2015-01-27 02:00:00;265.67;7101;10302;8808;40
2015-01-27 03:00:00;254.92;7098;10235.5;9168.5;39.8
2015-01-27 04:00:00;350.69;7098;10559.5;9541.5;40.1
2015-01-27 05:00:00;809.39;7104;11131.5;9960.5;46.25
2015-01-27 06:00:00;1665.58;7104;12824.5;11571.5;61.89
2015-01-27 07:00:00;1590.58;7105;14083;13494;66.15
2015-01-27 08:00:00;2002.06;7107;13607.5;14688.5;69.49
2015-01-27 09:00:00;1621.85;7105;13167.5;15938.5;70.52
2015-01-27 10:00:00;384.68;7106;13798.5;16176.5;67.7
2015-01-27 11:00:00;-455.35;7106;13751;16336;63.89
2015-01-27 12:00:00;-901.47;7104;13756.5;16475.5;60.77
2015-01-27 13:00:00;-1310.38;7104;13597;15822;53.38
2015-01-27 14:00:00;-1258.31;7103;13321.5;16037.5;49.93
2015-01-27 15:00:00;-969.59;7103;13358;15798;54.12
2015-01-27 16:00:00;-1387.67;7102;14253;15400;57.3
2015-01-27 17:00:00;-735.1;7099;15164.5;15045.5;63.29
2015-01-27 18:00:00;-129.78;;;;66
2015-01-27 19:00:00;-212.28;7103;15955.5;16404.5;64.16
2015-01-27 20:00:00;-387.35;7103;15868.5;15884.5;61
2015-01-27 21:00:00;-830.17;7104;15050;14435;56.18
2015-01-27 22:00:00;-932.4;7101;13192.5;12859.5;45.2
2015-01-27 23:00:00;-1623.04;7101;12068;12398;42.74
2015-01-28 00:00:00;-1394.98;7103;11066.5;11667.5;40.38
2015-01-28 01:00:00;-440.57;7102;10066;10810;39.5
2015-01-28 02:00:00;196.74;7097;9692.5;10315.5;39.5
2015-01-28 03:00:00;165.08;7097;10156;9929;39.68
2015-01-28 04:00:00;-76.88;7099;10546;9256;40.1
2015-01-28 05:00:00;233.93;7100;11834;9363;44.93
2015-01-28 06:00:00;1258.17;7103;13073.5;11045.5;62
2015-01-28 07:00:00;1913.28;7102;14129;12604;68.03
2015-01-28 08:00:00;2326.35;7101;13665.5;13876.5;70.64
2015-01-28 09:00:00;1855.7;7100;13670.5;14665.5;72.52
2015-01-28 10:00:00;977.26;7099;13388;15412;70.2
2015-01-28 11:00:00;130.4;7097;13418.5;15516.5;68.03
2015-01-28 12:00:00;-239.99;;;;65
2015-01-28 13:00:00;-397.78;7097;13015;15034;59.82
2015-01-28 14:00:00;-383.12;7094;12683.5;15143.5;58.38
2015-01-28 15:00:00;-239.71;7095;12949.5;14509.5;59.89
2015-01-28 16:00:00;106.74;7095;13600.5;13785.5;63
2015-01-28 17:00:00;616.32;7093;14923.5;13671.5;67.1
2015-01-28 18:00:00;507.88;7094;16047.5;14865.5;69.1
2015-01-28 19:00:00;529.02;7094;16540.5;14745.5;68.2
2015-01-28 20:00:00;269.15;7095;16198;14289;63.1
2015-01-28 21:00:00;-147.38;7097;14937;13177;58.18
2015-01-28 22:00:00;102.79;7097;12557;12100;48.75
2015-01-28 23:00:00;-763.51;7099;11310.5;11570.5;45.28
2015-01-29 00:00:00;-1311.87;7097;9949;11314;42.67
2015-01-29 01:00:00;-985.92;7097;8635;11347;40.09
2015-01-29 02:00:00;-1036.65;7096;8321.5;11414.5;39.1
2015-01-29 03:00:00;-598.72;7097;7780.5;11746.5;38.4
2015-01-29 04:00:00;-470.56;7098;7569;12702;38.5
2015-01-29 05:00:00;-228.6;7098;8177.5;13754.5;44.52
2015-01-29 06:00:00;606.18;7096;9302.5;15682.5;49.69
2015-01-29 07:00:00;254.45;7096;10231.5;17851.5;54.55
2015-01-29 08:00:00;284.41;7097;10229;18898;59.82
2015-01-29 09:00:00;16.7;7097;9604.5;20297.5;61.44
2015-01-29 10:00:00;-248.6;7096;8866;21312;56.01
2015-01-29 11:00:00;-981.08;7096;8956.5;21779.5;48.77
2015-01-29 12:00:00;-976.78;7093;8943;21738;41.45
2015-01-29 13:00:00;-1254.58;7096;8482.5;21671.5;37.63
2015-01-29 14:00:00;-1957.11;7095;8903.5;21750.5;34.52
2015-01-29 15:00:00;-1565.44;7093;8545.5;21330.5;37.4
2015-01-29 16:00:00;-994.31;7093;8752.5;20783.5;39.1
2015-01-29 17:00:00;-651.65;7094;9076.5;21684.5;49.19
2015-01-29 18:00:00;-664.43;7093;9580.5;22570.5;52
2015-01-29 19:00:00;-310.86;7093;9659.5;22175.5;47.87
2015-01-29 20:00:00;-624.73;7092;9421.5;21948.5;39.9
2015-01-29 21:00:00;-1773.02;7092;8511.5;21301.5;36.07
2015-01-29 22:00:00;-2218.95;7092;7278.5;20391.5;30.52
2015-01-29 23:00:00;-1685.99;7093;5625.5;20402.5;20
2015-01-30 00:00:00;-1671.81;7093;4744;19961;7.88
2015-01-30 01:00:00;-1514.13;7096;4560.5;18865.5;7.04
2015-01-30 02:00:00;-1213.35;7098;4573;17878;7.04
2015-01-30 03:00:00;-1095.81;7098;4696.5;17403.5;5
2015-01-30 04:00:00;-1099.7;7098;4686.5;17652.5;7.04
2015-01-30 05:00:00;-605.12;7098;4783.5;18871.5;25
2015-01-30 06:00:00;841.89;7097;5164;19658;34.31
2015-01-30 07:00:00;945.39;7098;5803;20794;42.59
2015-01-30 08:00:00;2301.21;7101;5543;21382;49.02
2015-01-30 09:00:00;2697.15;7099;5464;22058;52.01
2015-01-30 10:00:00;2540.7;7097;5643.5;22107.5;50.01
2015-01-30 11:00:00;946.08;7097;5941;22488;47.45
2015-01-30 12:00:00;149.8;7096;5877.5;22904.5;42.59
2015-01-30 13:00:00;-599.59;7096;5838.5;22438.5;34.48
2015-01-30 14:00:00;-764.33;7096;5837;22031;33.8
2015-01-30 15:00:00;-564.7;7097;5949;21370;36
2015-01-30 16:00:00;-104.11;7097;6514.5;20975.5;42
2015-01-30 17:00:00;622.16;7099;6588.5;21468.5;50
2015-01-30 18:00:00;1279.3;7101;6779;22216;52.01
2015-01-30 19:00:00;1480.55;7101;6861.5;21413.5;49
2015-01-30 20:00:00;351.48;7100;6875;21692;42.94
2015-01-30 21:00:00;-160.24;7100;6295;20731;38.4
2015-01-30 22:00:00;-840.76;7098;5487;19674;29.93
2015-01-30 23:00:00;-1753.64;7098;4656.5;19752.5;5
2015-01-31 00:00:00;-1635.69;7098;4135;19069;4
2015-01-31 01:00:00;-1457.84;7098;4025.5;17286.5;4
2015-01-31 02:00:00;-1090.27;7097;3849.5;16238.5;4
2015-01-31 03:00:00;-1063.27;7099;4063.5;16077.5;4
2015-01-31 04:00:00;-661.73;7100;4099;15925;4
2015-01-31 05:00:00;-364.73;7101;4083;16784;5
2015-01-31 06:00:00;-863.68;7103;3998;17350;9.2
2015-01-31 07:00:00;-728.67;7104;3668.5;17945.5;17.2
2015-01-31 08:00:00;176.71;7102;3658.5;19278.5;25.1
2015-01-31 09:00:00;215.45;7101;3595;21406;35.62
2015-01-31 10:00:00;-10.51;7102;3543.5;22134.5;34.3
2015-01-31 11:00:00;-702.01;7102;3534.5;22537.5;23.23
2015-01-31 12:00:00;-1027.09;7104;3571;23076;18.2
2015-01-31 13:00:00;-1713.89;7104;3633;23209;7.5
2015-01-31 14:00:00;-1811.76;7103;3665;21994;5
2015-01-31 15:00:00;-1710.76;7102;3713.5;20910.5;5
2015-01-31 16:00:00;-1448.08;7101;4080;20597;9
2015-01-31 17:00:00;-1119.51;7102;5015;20921;22.33
2015-01-31 18:00:00;-752.5;7103;5583;21870;35.62
2015-01-31 19:00:00;-776.05;7104;5923.5;22041.5;40.4
2015-01-31 20:00:00;-398.97;7105;6065.5;21201.5;37.54
2015-01-31 21:00:00;-1261.24;7104;5711;20875;34.6
2015-01-31 22:00:00;-1408.1;7106;4868.5;19999.5;22.43
2015-01-31 23:00:00;-2269.36;7106;4802.5;18939.5;10
2015-02-01 00:00:00;-2124.3;7106;4412.5;17585.5;7
2015-02-01 01:00:00;-1911.25;7107;4111.5;16556.5;5
2015-02-01 02:00:00;-1815.86;7107;4274.5;16094.5;4
2015-02-01 03:00:00;-1843.63;7106;4319.5;15636.5;4
2015-02-01 04:00:00;-1788.21;7105;4328.5;15467.5;4.8
2015-02-01 05:00:00;-1622.42;7105;4390.5;15632.5;5
2015-02-01 06:00:00;-1326.49;7105;4336;15722;7.04
2015-02-01 07:00:00;-1245.54;7105;4298.5;15909.5;7.04
2015-02-01 08:00:00;-1095.47;7107;4714;16916;7.88
2015-02-01 09:00:00;-1184.09;7107;4520.5;18666.5;10.71
2015-02-01 10:00:00;-1496.58;7106;4367.5;20310.5;10
2015-02-01 11:00:00;-1797.25;7104;4271.5;20851.5;7.04
2015-02-01 12:00:00;-1772.12;7105;4346.5;21192.5;7
2015-02-01 13:00:00;-1731.41;7105;4417;20974;6.33
2015-02-01 14:00:00;-1903.1;7105;4230;20390;5
2015-02-01 15:00:00;-1819.22;7106;4513;19984;6.21
2015-02-01 16:00:00;-1791;7105;5074.5;19072.5;9.98
2015-02-01 17:00:00;-974.54;7106;6270;17818;33.15
2015-02-01 18:00:00;-375.44;7104;7723.5;18283.5;50
2015-02-01 19:00:00;1173.15;7106;7686.5;18149.5;52.01
2015-02-01 20:00:00;1247.25;7107;7792;18462;50.01
2015-02-01 21:00:00;1130.7;7107;7540;17430;45.8
2015-02-01 22:00:00;627.14;7108;5975.5;16564.5;41.74
2015-02-01 23:00:00;-481.78;7107;5696.5;14951.5;42.47
2015-02-02 00:00:00;-1143.37;7106;5805;13692;36.67
2015-02-02 01:00:00;-1131.77;7107;5729.5;12924.5;35
2015-02-02 02:00:00;-896.4;7105;5519.5;12842.5;31.04
2015-02-02 03:00:00;-516.88;7107;5514.5;12979.5;29.87
2015-02-02 04:00:00;-319.06;7107;5975.5;13082.5;30.5
2015-02-02 05:00:00;-82.52;7103;7123;13705;39.2
2015-02-02 06:00:00;1601.68;7102;8337.5;15106.5;57.26
2015-02-02 07:00:00;1915.79;7105;9632.5;16753.5;57.59
2015-02-02 08:00:00;3211.23;7107;10105.5;16577.5;61.33
2015-02-02 09:00:00;3243.06;7107;10474;17180;63.89
2015-02-02 10:00:00;2576.53;7106;10762;17711;62.61
2015-02-02 11:00:00;2574.82;7106;10804;17584;58.34
2015-02-02 12:00:00;2115.7;7106;10737;18173;54.1
2015-02-02 13:00:00;1050.17;7106;10746.5;18127.5;43.89
2015-02-02 14:00:00;1253.77;7106;10875;17422;42.59
2015-02-02 15:00:00;1210.17;7106;11059.5;17105.5;43.89
2015-02-02 16:00:00;1152.86;7105;11401;17112;49.64
2015-02-02 17:00:00;1328.23;7105;11876.5;17635.5;52.5
2015-02-02 18:00:00;1613.81;7107;12204.5;18926.5;64.89
2015-02-02 19:00:00;2702.55;7107;11929.5;18234.5;61.99
2015-02-02 20:00:00;2019.9;7107;11610.5;18165.5;54.1
2015-02-02 21:00:00;922.41;7107;10222;17712;46.45
2015-02-02 22:00:00;24.82;7110;8993;16480;38.4
2015-02-02 23:00:00;-744.31;7111;8034.5;16223.5;31.5
2015-02-03 00:00:00;-933.62;7111;7480;15880;28.71
2015-02-03 01:00:00;-1415.02;7109;7417.5;15647.5;23.33
2015-02-03 02:00:00;-1534.34;7110;7471.5;15278.5;20.01
2015-02-03 03:00:00;-1549.56;7110;7595.5;15049.5;19.99
2015-02-03 04:00:00;-1629.43;7111;7812;15539;20
2015-02-03 05:00:00;-895.34;7108;7945.5;16168.5;26.2
2015-02-03 06:00:00;619.59;7108;8554;17198;40.82
2015-02-03 07:00:00;533.37;7109;10456;17788;42.59
2015-02-03 08:00:00;1088.5;7108;10542;18604;55
2015-02-03 09:00:00;1025.65;7107;10310.5;19640.5;57.59
2015-02-03 10:00:00;793.94;7107;10532.5;19905.5;55.57
2015-02-03 11:00:00;607.23;7108;10633;19645;54.69
2015-02-03 12:00:00;347.96;7107;10806.5;19599.5;51.38
2015-02-03 13:00:00;-105.71;7097;10307.5;19511.5;42.59
2015-02-03 14:00:00;383.06;6075;10511.5;19297.5;42.55
2015-02-03 15:00:00;674.58;6076;10995;18543;43.89
2015-02-03 16:00:00;1024.24;6076;11754;18058;51.1
2015-02-03 17:00:00;1497.74;6076;12481.5;18115.5;54.69
2015-02-03 18:00:00;1337.29;6075;12938.5;19749.5;66.12
2015-02-03 19:00:00;2458.16;6077;12653.5;19041.5;61.75
2015-02-03 20:00:00;3125.02;6079;11665.5;18367.5;54.7
2015-02-03 21:00:00;1169.66;6078;10694.5;18387.5;51.8
2015-02-03 22:00:00;-149.18;6078;9577;17354;44.86
2015-02-03 23:00:00;-527.16;6078;8848.5;16583.5;32.4
2015-02-04 00:00:00;-918.33;6079;8350.5;16214.5;27.71
2015-02-04 01:00:00;-1375.26;6078;7894.5;15890.5;25
2015-02-04 02:00:00;-1663.75;6079;7918;15806;23.98
2015-02-04 03:00:00;-1816.49;6080;7549;15797;22
2015-02-04 04:00:00;-1386.31;6081;7445;16262;24.6
2015-02-04 05:00:00;-739.27;6081;8167.5;17053.5;30
2015-02-04 06:00:00;583.73;6080;9461.5;17989.5;45.01
2015-02-04 07:00:00;855.62;6081;11460;18339;51.69
2015-02-04 08:00:00;1320.66;6067;11009;20033;57.25
2015-02-04 09:00:00;1070.99;6048;10976.5;20980.5;58.31
2015-02-04 10:00:00;568.72;6043;10876;21670;54.1
2015-02-04 11:00:00;-502.76;6046;11360;22172;51.14
2015-02-04 12:00:00;-588.8;6065;11045;22536;42.59
2015-02-04 13:00:00;-1515.33;6075;10869.5;22528.5;30.62
2015-02-04 14:00:00;-1388.39;6075;10490.5;22757.5;29.5
2015-02-04 15:00:00;-1328.16;6075;10544.5;22623.5;31.5
2015-02-04 16:00:00;-651.22;6076;10931.5;21910.5;35.15
2015-02-04 17:00:00;-96.85;6076;11821.5;21130.5;42.59
2015-02-04 18:00:00;1126.39;6078;12817;21183;54.1
2015-02-04 19:00:00;1172.68;6078;12691.5;21270.5;56.07
2015-02-04 20:00:00;217.92;6078;12468.5;21286.5;50.83
2015-02-04 21:00:00;-1017.66;6077;10771;21384;40.82
2015-02-04 22:00:00;-1337.15;6077;8992.5;20184.5;31.5
2015-02-04 23:00:00;-1603.31;6077;8557;18783;27.21
2015-02-05 00:00:00;-1752.51;6076;7829;18122;26.28
2015-02-05 01:00:00;-2339.84;6078;7511.5;17868.5;17
2015-02-05 02:00:00;-2365.05;6078;7553.5;17478.5;20
2015-02-05 03:00:00;-2229.92;6085;7627;16972;17
2015-02-05 04:00:00;-1849.01;6125;7882;16726;25
2015-02-05 05:00:00;-1061.37;6151;8522;16679;30
2015-02-05 06:00:00;-139.9;6152;10030.5;17573.5;43.89
2015-02-05 07:00:00;428.87;6160;11642.5;18556.5;50.69
2015-02-05 08:00:00;844.43;6236;11831.5;19552.5;57.25
2015-02-05 09:00:00;286.07;6353;11749.5;20823.5;58.49
2015-02-05 10:00:00;-212.63;6402;11330;21603;55.1
2015-02-05 11:00:00;-1021.51;6457;11449.5;21659.5;52.6
2015-02-05 12:00:00;-1913.77;6539;12117;22042;47.1
2015-02-05 13:00:00;-2110.83;6559;11824;21253;42.59
2015-02-05 14:00:00;-2278.47;6573;11368;21287;42.55
2015-02-05 15:00:00;-1791.28;6657;11061;20952;43.89
