time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200828:1710,51.96,16.93,67.98,0.0,10.07,19.6,3.03,0.0
20200828:1810,0.0,0.0,0.0,0.0,0.0,19.1,2.97,0.0
20200828:1910,0.0,0.0,0.0,0.0,0.0,18.89,2.62,0.0
20200828:2010,0.0,0.0,0.0,0.0,0.0,18.51,2.9,0.0
20200828:2110,0.0,0.0,0.0,0.0,0.0,18.16,3.24,0.0
20200828:2210,0.0,0.0,0.0,0.0,0.0,17.78,3.1,0.0
20200828:2310,0.0,0.0,0.0,0.0,0.0,17.52,2.97,0.0
20200829:0010,0.0,0.0,0.0,0.0,0.0,17.19,2.9,0.0
20200829:0110,0.0,0.0,0.0,0.0,0.0,16.84,2.97,0.0
20200829:0210,0.0,0.0,0.0,0.0,0.0,16.6,2.76,0.0
20200829:0310,0.0,0.0,0.0,0.0,0.0,16.13,2.55,0.0
20200829:0410,0.0,0.0,0.0,0.0,0.0,15.61,2.28,0.0
20200829:0510,0.1,0.0,6.0,0.0,4.58,15.17,2.07,0.0
20200829:0610,81.14,18.02,99.0,0.0,14.29,15.74,1.86,0.0
20200829:0710,126.31,10.09,158.01,0.0,23.92,16.65,3.03,0.0
20200829:0810,206.82,25.29,238.08,0.0,33.02,17.68,3.59,0.0
20200829:0910,246.75,24.32,288.08,0.0,40.98,18.87,3.66,0.0
20200829:1010,261.86,19.27,313.06,0.01,46.93,19.84,3.59,0.0
20200829:1110,349.14,68.98,370.33,0.01,49.81,20.18,3.45,0.0
20200829:1210,361.78,87.25,369.43,0.01,48.91,20.96,3.31,0.0
20200829:1310,412.04,190.66,328.92,0.01,44.48,21.44,3.17,0.0
20200829:1410,310.3,103.36,291.47,0.01,37.47,21.89,2.97,0.0
20200829:1510,249.66,100.16,222.39,0.0,28.88,21.99,2.55,0.0
20200829:1610,96.99,9.07,128.01,0.0,19.47,22.0,2.14,0.0
20200829:1710,52.34,21.91,65.97,0.0,9.75,21.54,1.45,0.0
20200829:1810,0.0,0.0,0.0,0.0,0.0,20.6,1.24,0.0
20200829:1910,0.0,0.0,0.0,0.0,0.0,19.17,0.62,0.0
20200829:2010,0.0,0.0,0.0,0.0,0.0,18.23,0.9,0.0
20200829:2110,0.0,0.0,0.0,0.0,0.0,17.56,1.03,0.0
20200829:2210,0.0,0.0,0.0,0.0,0.0,16.96,1.1,0.0
20200829:2310,0.0,0.0,0.0,0.0,0.0,16.52,1.1,0.0
20200830:0010,0.0,0.0,0.0,0.0,0.0,17.07,0.83,0.0
20200830:0110,0.0,0.0,0.0,0.0,0.0,17.3,0.55,0.0
20200830:0210,0.0,0.0,0.0,0.0,0.0,17.05,0.41,0.0
20200830:0310,0.0,0.0,0.0,0.0,0.0,16.73,0.48,0.0
20200830:0410,0.0,0.0,0.0,0.0,0.0,16.47,0.41,0.0
20200830:0510,2.31,0.0,11.0,0.0,4.36,16.26,0.34,0.0
20200830:0610,27.4,0.0,48.0,0.0,14.07,16.26,0.14,0.0
20200830:0710,60.94,0.0,89.99,0.0,23.7,16.45,1.79,0.0
20200830:0810,100.5,0.0,137.99,0.0,32.78,17.45,2.07,0.0
20200830:0910,85.93,0.0,120.99,0.0,40.71,18.35,2.21,0.0
20200830:1010,149.12,0.0,196.98,0.0,46.61,18.86,2.28,0.0
20200830:1110,120.3,0.0,162.99,0.0,49.46,19.4,2.0,0.0
20200830:1210,134.04,0.0,179.99,0.0,48.55,19.9,1.79,0.0
20200830:1310,96.74,0.0,134.99,0.0,44.12,19.96,1.86,0.0
20200830:1410,108.57,0.0,148.99,0.0,37.12,19.66,2.21,0.0
20200830:1510,61.08,0.0,90.99,0.0,28.55,18.83,2.34,0.0
20200830:1610,53.14,0.0,80.99,0.0,19.15,18.22,2.28,0.0
20200830:1710,19.07,0.0,37.0,0.0,9.43,17.65,1.79,0.0
20200830:1810,0.0,0.0,0.0,0.0,0.0,17.1,1.38,0.0
20200830:1910,0.0,0.0,0.0,0.0,0.0,15.45,2.62,0.0
20200830:2010,0.0,0.0,0.0,0.0,0.0,15.07,2.62,0.0
20200830:2110,0.0,0.0,0.0,0.0,0.0,14.79,2.41,0.0
20200830:2210,0.0,0.0,0.0,0.0,0.0,14.55,2.34,0.0
20200830:2310,0.0,0.0,0.0,0.0,0.0,14.26,2.41,0.0
20200831:0010,0.0,0.0,0.0,0.0,0.0,14.06,2.34,0.0
20200831:0110,0.0,0.0,0.0,0.0,0.0,13.8,2.21,0.0
20200831:0210,0.0,0.0,0.0,0.0,0.0,13.56,2.14,0.0
20200831:0310,0.0,0.0,0.0,0.0,0.0,13.28,2.0,0.0
20200831:0410,0.0,0.0,0.0,0.0,0.0,13.02,1.86,0.0
20200831:0510,0.0,0.0,3.0,0.0,4.14,12.79,1.79,0.0
20200831:0610,56.27,4.01,80.0,0.0,13.86,13.45,1.52,0.0
20200831:0710,205.74,89.83,174.26,0.0,23.47,15.18,1.72,0.0
20200831:0810,362.98,259.14,193.84,0.01,32.54,16.09,1.38,0.0
20200831:0910,273.68,45.62,301.19,0.01,40.43,17.05,0.76,0.0
20200831:1010,394.01,152.18,348.77,0.01,46.3,17.64,0.34,0.0
20200831:1110,354.84,83.22,368.42,0.01,49.11,18.06,0.48,0.0
20200831:1210,360.45,95.4,364.49,0.01,48.18,18.79,0.55,0.0
20200831:1310,336.33,92.33,336.46,0.01,43.76,19.51,0.9,0.0
20200831:1410,414.6,323.4,203.11,0.01,36.78,19.54,1.03,0.0
20200831:1510,311.73,243.94,158.73,0.01,28.22,20.0,0.62,0.0
20200831:1610,128.32,36.31,140.09,0.0,18.83,19.24,0.34,0.0
20200831:1710,6.76,0.0,19.0,0.0,9.11,19.12,0.9,0.0
20200831:1810,0.0,0.0,0.0,0.0,0.0,18.15,1.31,0.0
20200831:1910,0.0,0.0,0.0,0.0,0.0,16.55,1.1,0.0
20200831:2010,0.0,0.0,0.0,0.0,0.0,15.77,1.72,0.0
20200831:2110,0.0,0.0,0.0,0.0,0.0,15.25,1.79,0.0
20200831:2210,0.0,0.0,0.0,0.0,0.0,15.11,1.66,0.0
20200831:2310,0.0,0.0,0.0,0.0,0.0,14.77,1.59,0.0
20200901:0010,0.0,0.0,0.0,0.0,0.0,14.33,1.72,0.0
20200901:0110,0.0,0.0,0.0,0.0,0.0,14.25,1.79,0.0
20200901:0210,0.0,0.0,0.0,0.0,0.0,14.13,1.72,0.0
20200901:0310,0.0,0.0,0.0,0.0,0.0,13.95,1.66,0.0
20200901:0410,0.0,0.0,0.0,0.0,0.0,13.8,1.59,0.0
20200901:0510,5.85,0.96,16.81,0.0,3.92,13.52,1.66,0.0
20200901:0610,67.02,9.02,89.0,0.0,13.64,13.82,1.38,0.0
20200901:0710,249.42,179.72,139.45,0.0,23.25,14.76,1.66,0.0
20200901:0810,364.35,257.18,193.86,0.01,32.29,15.46,2.07,0.0
20200901:0910,434.48,280.87,257.14,0.01,40.15,16.51,2.14,0.0
20200901:1010,495.07,333.84,283.41,0.01,45.98,17.55,2.21,0.0
20200901:1110,254.29,13.2,310.04,0.0,48.75,18.65,2.28,0.0
20200901:1210,254.41,15.23,310.05,0.0,47.81,19.87,2.21,0.0
20200901:1310,333.44,88.29,335.45,0.01,43.39,20.63,2.0,0.0
20200901:1410,381.52,239.31,244.01,0.01,36.43,21.1,2.21,0.0
20200901:1510,52.4,0.0,80.99,0.0,27.89,21.11,2.69,0.0
20200901:1610,170.38,109.97,123.28,0.0,18.5,20.49,2.83,0.0
20200901:1710,51.26,33.89,56.97,0.0,8.79,19.79,2.69,0.0
20200901:1810,0.0,0.0,0.0,0.0,0.0,18.95,2.28,0.0
20200901:1910,0.0,0.0,0.0,0.0,0.0,17.89,1.72,0.0
20200901:2010,0.0,0.0,0.0,0.0,0.0,16.81,1.72,0.0
20200901:2110,0.0,0.0,0.0,0.0,0.0,15.48,1.66,0.0
20200901:2210,0.0,0.0,0.0,0.0,0.0,14.14,1.52,0.0
20200901:2310,0.0,0.0,0.0,0.0,0.0,13.09,1.52,0.0
20200902:0010,0.0,0.0,0.0,0.0,0.0,12.54,1.45,0.0
20200902:0110,0.0,0.0,0.0,0.0,0.0,12.08,1.45,0.0
20200902:0210,0.0,0.0,0.0,0.0,0.0,11.89,1.31,0.0
20200902:0310,0.0,0.0,0.0,0.0,0.0,11.78,1.24,0.0
20200902:0410,0.0,0.0,0.0,0.0,0.0,11.11,1.31,0.0
20200902:0510,4.07,0.0,14.0,0.0,3.7,10.51,1.38,0.0
20200902:0610,75.66,16.05,93.01,0.0,13.42,12.12,0.83,0.0
20200902:0710,190.23,68.68,176.22,0.0,23.02,14.08,0.9,0.0
20200902:0810,260.43,76.97,251.33,0.0,32.04,15.69,0.9,0.0
20200902:0910,324.56,96.35,312.47,0.01,39.87,17.01,0.9,0.0
20200902:1010,479.24,318.68,290.41,0.01,45.66,18.22,0.83,0.0
20200902:1110,552.18,487.32,224.63,0.01,48.39,19.06,0.62,0.0
20200902:1210,364.04,101.53,364.54,0.01,47.44,19.8,0.69,0.0
20200902:1310,440.91,279.12,286.28,0.01,43.03,20.38,0.76,0.0
20200902:1410,378.2,244.44,240.04,0.01,36.08,21.07,0.97,0.0
20200902:1510,332.07,314.96,114.73,0.01,27.55,20.93,1.24,0.0
20200902:1610,191.53,186.7,81.33,0.0,18.17,20.75,1.31,0.0
20200902:1710,52.0,53.83,45.96,0.0,8.46,20.3,0.83,0.0
20200902:1810,0.0,0.0,0.0,0.0,0.0,19.33,0.76,0.0
20200902:1910,0.0,0.0,0.0,0.0,0.0,19.5,0.48,0.0
20200902:2010,0.0,0.0,0.0,0.0,0.0,18.76,0.41,0.0
20200902:2110,0.0,0.0,0.0,0.0,0.0,18.23,0.62,0.0
20200902:2210,0.0,0.0,0.0,0.0,0.0,16.6,1.1,0.0
20200902:2310,0.0,0.0,0.0,0.0,0.0,14.69,1.38,0.0
20200903:0010,0.0,0.0,0.0,0.0,0.0,13.94,1.45,0.0
20200903:0110,0.0,0.0,0.0,0.0,0.0,14.36,1.17,0.0
20200903:0210,0.0,0.0,0.0,0.0,0.0,14.41,1.03,0.0
20200903:0310,0.0,0.0,0.0,0.0,0.0,13.75,1.1,0.0
20200903:0410,0.0,0.0,0.0,0.0,0.0,12.83,1.24,0.0
20200903:0510,0.93,0.0,8.0,0.0,3.48,11.83,1.45,0.0
20200903:0610,102.54,65.22,85.06,0.0,13.2,12.44,1.24,0.0
20200903:0710,255.17,221.27,108.47,0.0,22.79,15.61,1.59,0.0
20200903:0810,313.5,170.2,223.69,0.01,31.79,18.0,2.14,0.0
20200903:0910,341.99,128.83,301.63,0.01,39.59,19.94,2.69,0.0
20200903:1010,324.72,71.06,341.36,0.01,45.33,21.49,2.97,0.0
20200903:1110,534.19,432.58,243.6,0.01,48.03,22.35,3.24,0.0
20200903:1210,362.3,104.59,356.56,0.01,47.06,23.05,3.45,0.0
20200903:1310,248.62,24.36,296.1,0.0,42.66,22.52,3.24,0.0
20200903:1410,112.41,0.0,154.99,0.0,35.72,21.97,2.76,0.0
20200903:1510,165.67,23.3,196.08,0.0,27.21,21.57,2.62,0.0
20200903:1610,89.88,10.1,118.02,0.0,17.83,21.06,2.48,0.0
20200903:1710,4.93,0.0,16.0,0.0,8.13,20.65,2.34,0.0
20200903:1810,0.0,0.0,0.0,0.0,0.0,20.07,2.34,0.0
20200903:1910,0.0,0.0,0.0,0.0,0.0,19.21,1.72,0.0
20200903:2010,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0
20200903:2110,0.0,0.0,0.0,0.0,0.0,19.0,2.07,0.0
20200903:2210,0.0,0.0,0.0,0.0,0.0,18.92,2.14,0.0
20200903:2310,0.0,0.0,0.0,0.0,0.0,18.66,2.28,0.0
20200904:0010,0.0,0.0,0.0,0.0,0.0,18.57,2.28,0.0
20200904:0110,0.0,0.0,0.0,0.0,0.0,18.35,2.21,0.0
20200904:0210,0.0,0.0,0.0,0.0,0.0,18.06,2.28,0.0
20200904:0310,0.0,0.0,0.0,0.0,0.0,17.66,2.28,0.0
20200904:0410,0.0,0.0,0.0,0.0,0.0,17.36,2.21,0.0
20200904:0510,3.41,0.96,12.82,0.0,3.25,17.0,2.21,0.0
20200904:0610,66.0,13.05,86.01,0.0,12.98,17.4,2.14,0.0
20200904:0710,106.06,6.06,140.01,0.0,22.56,19.54,2.41,0.0
20200904:0810,214.31,40.53,237.16,0.0,31.54,21.62,2.97,0.0
20200904:0910,415.53,286.13,242.17,0.01,39.3,23.64,3.17,0.0
20200904:1010,527.89,498.53,178.41,0.01,45.01,25.36,3.24,0.0
20200904:1110,559.96,551.5,171.46,0.01,47.67,26.78,3.52,0.0
20200904:1210,547.82,540.34,169.44,0.01,46.69,27.76,3.59,0.0
20200904:1310,432.29,297.52,264.31,0.01,42.29,28.37,3.38,0.0
20200904:1410,273.4,87.27,273.43,0.01,35.37,28.71,3.17,0.0
20200904:1510,270.62,192.53,168.7,0.01,26.86,28.75,2.9,0.0
20200904:1610,175.87,187.85,70.32,0.0,17.5,28.48,2.48,0.0
20200904:1710,42.83,48.87,40.97,0.0,7.79,27.28,1.66,0.0
20200904:1810,0.0,0.0,0.0,0.0,0.0,25.54,1.79,0.0
20200904:1910,0.0,0.0,0.0,0.0,0.0,23.75,2.14,0.0
20200904:2010,0.0,0.0,0.0,0.0,0.0,22.25,2.21,0.0
20200904:2110,0.0,0.0,0.0,0.0,0.0,20.95,2.14,0.0
20200904:2210,0.0,0.0,0.0,0.0,0.0,19.78,2.07,0.0
20200904:2310,0.0,0.0,0.0,0.0,0.0,18.71,1.93,0.0
20200905:0010,0.0,0.0,0.0,0.0,0.0,17.92,1.66,0.0
20200905:0110,0.0,0.0,0.0,0.0,0.0,17.48,1.45,0.0
20200905:0210,0.0,0.0,0.0,0.0,0.0,17.76,1.1,0.0
20200905:0310,0.0,0.0,0.0,0.0,0.0,17.58,1.1,0.0
20200905:0410,0.0,0.0,0.0,0.0,0.0,17.01,1.17,0.0
20200905:0510,0.1,0.0,6.0,0.0,3.03,16.62,1.24,0.0
20200905:0610,19.14,0.0,37.0,0.0,12.75,16.86,1.17,0.0
20200905:0710,95.84,4.04,130.0,0.0,22.32,19.97,2.0,0.0
20200905:0810,216.36,43.59,236.18,0.0,31.28,21.07,2.69,0.0
20200905:0910,275.99,57.85,295.28,0.01,39.02,21.67,2.62,0.0
20200905:1010,514.7,450.9,203.48,0.01,44.68,22.29,2.48,0.0
20200905:1110,282.1,32.51,331.15,0.01,47.31,23.43,2.97,0.0
20200905:1210,58.92,0.0,89.99,0.0,46.31,23.52,3.1,0.0
20200905:1310,103.13,0.0,143.99,0.0,41.91,22.64,3.38,0.0
20200905:1410,97.4,0.0,136.99,0.0,35.01,22.61,3.38,0.0
20200905:1510,41.12,0.0,66.99,0.0,26.52,22.22,3.24,0.0
20200905:1610,7.9,0.0,21.0,0.0,17.16,21.48,2.97,0.0
20200905:1710,3.8,0.0,14.0,0.0,7.45,20.8,2.62,0.0
20200905:1810,0.0,0.0,0.0,0.0,0.0,20.02,2.21,0.0
20200905:1910,0.0,0.0,0.0,0.0,0.0,18.9,1.93,0.0
20200905:2010,0.0,0.0,0.0,0.0,0.0,18.5,1.59,0.0
20200905:2110,0.0,0.0,0.0,0.0,0.0,18.26,1.1,0.0
20200905:2210,0.0,0.0,0.0,0.0,0.0,17.71,0.76,0.0
20200905:2310,0.0,0.0,0.0,0.0,0.0,17.51,0.97,0.0
20200906:0010,0.0,0.0,0.0,0.0,0.0,17.35,1.38,0.0
20200906:0110,0.0,0.0,0.0,0.0,0.0,17.17,1.86,0.0
20200906:0210,0.0,0.0,0.0,0.0,0.0,16.83,2.0,0.0
20200906:0310,0.0,0.0,0.0,0.0,0.0,16.48,1.79,0.0
20200906:0410,0.0,0.0,0.0,0.0,0.0,15.94,1.66,0.0
20200906:0510,0.48,0.0,7.0,0.0,2.8,15.6,1.59,0.0
20200906:0610,89.69,48.23,86.07,0.0,12.53,15.48,1.52,0.0
20200906:0710,142.88,25.29,163.08,0.0,22.09,15.69,1.59,0.0
20200906:0810,293.24,132.82,235.61,0.01,31.03,16.86,1.72,0.0
20200906:0910,457.72,369.51,203.32,0.01,38.73,17.87,1.72,0.0
20200906:1010,457.64,276.29,300.36,0.01,44.35,18.61,1.59,0.0
20200906:1110,472.54,279.42,320.43,0.01,46.94,19.47,1.45,0.0
20200906:1210,386.06,135.14,354.77,0.01,45.93,20.07,1.66,0.0
20200906:1310,248.76,24.38,295.11,0.0,41.54,20.44,1.86,0.0
20200906:1410,172.0,7.11,219.01,0.0,34.64,20.46,1.93,0.0
20200906:1510,97.4,1.01,134.99,0.0,26.17,20.39,2.07,0.0
20200906:1610,90.75,13.14,116.03,0.0,16.82,20.11,2.41,0.0
20200906:1710,35.19,23.95,44.99,0.0,7.12,19.7,2.28,0.0
20200906:1810,0.0,0.0,0.0,0.0,0.0,18.83,1.86,0.0
20200906:1910,0.0,0.0,0.0,0.0,0.0,18.23,1.79,0.0
20200906:2010,0.0,0.0,0.0,0.0,0.0,17.46,1.66,0.0
20200906:2110,0.0,0.0,0.0,0.0,0.0,16.77,1.59,0.0
20200906:2210,0.0,0.0,0.0,0.0,0.0,15.32,1.66,0.0
20200906:2310,0.0,0.0,0.0,0.0,0.0,14.28,1.52,0.0
20200907:0010,0.0,0.0,0.0,0.0,0.0,13.2,1.72,0.0
20200907:0110,0.0,0.0,0.0,0.0,0.0,13.05,1.79,0.0
20200907:0210,0.0,0.0,0.0,0.0,0.0,12.41,1.79,0.0
20200907:0310,0.0,0.0,0.0,0.0,0.0,11.81,1.79,0.0
20200907:0410,0.0,0.0,0.0,0.0,0.0,11.29,1.86,0.0
20200907:0510,1.44,0.95,8.85,0.0,2.58,11.04,1.93,0.0
20200907:0610,107.7,103.55,62.12,0.0,12.3,11.85,1.66,0.0
20200907:0710,263.08,251.94,88.52,0.01,21.86,14.45,1.79,0.0
20200907:0810,395.35,376.27,116.89,0.01,30.77,16.49,2.0,0.0
20200907:0910,492.69,475.19,141.21,0.01,38.44,18.37,2.07,0.0
20200907:1010,556.32,553.72,150.39,0.01,44.02,19.8,2.0,0.0
20200907:1110,567.17,543.71,181.61,0.01,46.58,20.74,1.72,0.0
20200907:1210,520.51,429.91,237.7,0.01,45.54,21.39,1.52,0.0
20200907:1310,469.46,377.99,225.52,0.01,41.16,21.79,1.17,0.0
20200907:1410,421.1,400.11,143.15,0.01,34.28,21.98,0.9,0.0
20200907:1510,311.48,306.3,103.76,0.01,25.82,22.12,0.76,0.0
20200907:1610,158.73,135.49,93.36,0.0,16.48,22.01,0.55,0.0
20200907:1710,32.93,23.96,42.99,0.0,6.78,21.5,0.28,0.0
20200907:1810,0.0,0.0,0.0,0.0,0.0,20.89,0.41,0.0
20200907:1910,0.0,0.0,0.0,0.0,0.0,20.48,0.55,0.0
20200907:2010,0.0,0.0,0.0,0.0,0.0,19.65,0.69,0.0
20200907:2110,0.0,0.0,0.0,0.0,0.0,18.78,0.69,0.0
20200907:2210,0.0,0.0,0.0,0.0,0.0,17.97,0.48,0.0
20200907:2310,0.0,0.0,0.0,0.0,0.0,17.18,0.34,0.0
20200908:0010,0.0,0.0,0.0,0.0,0.0,16.45,0.28,0.0
20200908:0110,0.0,0.0,0.0,0.0,0.0,15.78,0.14,0.0
20200908:0210,0.0,0.0,0.0,0.0,0.0,15.15,0.34,0.0
20200908:0310,0.0,0.0,0.0,0.0,0.0,14.66,0.41,0.0
20200908:0410,0.0,0.0,0.0,0.0,0.0,14.24,0.34,0.0
20200908:0510,0.0,0.0,0.0,0.0,0.0,13.88,0.34,0.0
20200908:0610,101.52,98.58,61.13,0.0,12.08,13.79,0.14,0.0
20200908:0710,253.03,241.92,89.52,0.0,21.62,14.94,0.62,0.0
20200908:0810,377.7,352.03,125.92,0.01,30.51,18.17,1.31,0.0
20200908:0910,477.15,463.12,142.21,0.01,38.14,20.44,1.66,0.0
20200908:1010,534.76,530.47,156.41,0.01,43.68,22.21,1.66,0.0
20200908:1110,554.3,551.96,168.54,0.01,46.21,23.46,1.45,0.0
20200908:1210,539.39,539.79,165.51,0.01,45.16,24.33,1.24,0.0
20200908:1310,498.38,511.22,140.3,0.01,40.78,24.94,1.17,0.0
20200908:1410,418.46,426.63,120.05,0.01,33.91,25.31,1.24,0.0
20200908:1510,298.98,295.24,103.76,0.01,25.46,25.4,1.24,0.0
20200908:1610,151.35,134.54,88.36,0.0,16.13,25.2,1.17,0.0
20200908:1710,28.74,22.97,38.99,0.0,6.43,24.45,0.9,0.0
20200908:1810,0.0,0.0,0.0,0.0,0.0,22.45,1.31,0.0
20200908:1910,0.0,0.0,0.0,0.0,0.0,21.29,1.24,0.0
20200908:2010,0.0,0.0,0.0,0.0,0.0,19.45,1.38,0.0
20200908:2110,0.0,0.0,0.0,0.0,0.0,18.52,1.38,0.0
20200908:2210,0.0,0.0,0.0,0.0,0.0,17.48,1.38,0.0
20200908:2310,0.0,0.0,0.0,0.0,0.0,17.61,1.1,0.0
20200909:0010,0.0,0.0,0.0,0.0,0.0,18.38,0.83,0.0
20200909:0110,0.0,0.0,0.0,0.0,0.0,17.95,0.69,0.0
20200909:0210,0.0,0.0,0.0,0.0,0.0,17.5,0.83,0.0
20200909:0310,0.0,0.0,0.0,0.0,0.0,16.87,0.9,0.0
20200909:0410,0.0,0.0,0.0,0.0,0.0,16.57,0.83,0.0
20200909:0510,0.0,0.0,0.0,0.0,0.0,16.07,0.83,0.0
20200909:0610,99.12,99.64,59.14,0.0,11.85,15.94,0.69,0.0
20200909:0710,251.61,249.1,84.53,0.01,21.38,17.06,0.69,0.0
20200909:0810,380.19,375.48,111.9,0.01,30.25,20.09,1.03,0.0
20200909:0910,475.97,476.45,135.21,0.01,37.85,22.45,1.45,0.0
20200909:1010,537.1,554.98,143.38,0.01,43.35,24.31,1.59,0.0
20200909:1110,553.01,556.15,167.58,0.01,45.84,25.66,1.79,0.0
20200909:1210,546.88,564.31,152.49,0.01,44.77,26.66,2.0,0.0
20200909:1310,503.57,524.56,133.3,0.01,40.4,27.33,2.28,0.0
20200909:1410,418.3,429.79,117.06,0.01,33.55,27.72,2.48,0.0
20200909:1510,303.18,318.68,87.71,0.01,25.11,27.76,2.69,0.0
20200909:1610,90.02,19.23,114.06,0.0,15.79,27.33,2.62,0.0
20200909:1710,25.18,16.99,37.99,0.0,6.09,26.15,1.86,0.0
20200909:1810,0.0,0.0,0.0,0.0,0.0,24.72,1.66,0.0
20200909:1910,0.0,0.0,0.0,0.0,0.0,23.0,2.07,0.0
20200909:2010,0.0,0.0,0.0,0.0,0.0,21.83,1.72,0.0
20200909:2110,0.0,0.0,0.0,0.0,0.0,20.58,1.52,0.0
20200909:2210,0.0,0.0,0.0,0.0,0.0,19.26,1.52,0.0
20200909:2310,0.0,0.0,0.0,0.0,0.0,18.27,1.66,0.0
20200910:0010,0.0,0.0,0.0,0.0,0.0,17.5,1.72,0.0
20200910:0110,0.0,0.0,0.0,0.0,0.0,17.14,1.86,0.0
20200910:0210,0.0,0.0,0.0,0.0,0.0,16.91,1.93,0.0
20200910:0310,0.0,0.0,0.0,0.0,0.0,17.18,1.93,0.0
20200910:0410,0.0,0.0,0.0,0.0,0.0,17.19,2.07,0.0
20200910:0510,0.0,0.0,0.0,0.0,0.0,17.23,2.07,0.0
20200910:0610,31.1,0.0,53.0,0.0,11.62,17.52,2.07,0.0
20200910:0710,29.58,0.0,51.0,0.0,21.14,17.5,2.48,0.0
20200910:0810,109.76,0.0,148.99,0.0,29.99,17.51,2.34,0.0
20200910:0910,130.69,0.0,173.99,0.0,37.55,17.66,2.34,0.0
20200910:1010,235.6,15.25,284.06,0.0,43.01,17.91,2.34,0.0
20200910:1110,282.44,33.56,323.17,0.01,45.46,18.33,2.21,0.0
20200910:1210,280.07,36.61,319.19,0.01,44.38,19.41,2.07,0.0
20200910:1310,264.21,41.69,297.22,0.01,40.01,20.72,1.72,0.0
20200910:1410,160.87,7.11,207.02,0.0,33.18,21.56,1.38,0.0
20200910:1510,171.27,41.63,187.2,0.0,24.75,22.1,0.97,0.0
20200910:1610,118.55,62.78,109.23,0.0,15.44,22.09,0.76,0.0
20200910:1710,19.33,8.0,34.0,0.0,5.74,21.74,0.69,0.0
20200910:1810,0.0,0.0,0.0,0.0,0.0,20.78,1.1,0.0
20200910:1910,0.0,0.0,0.0,0.0,0.0,18.9,1.1,0.0
20200910:2010,0.0,0.0,0.0,0.0,0.0,18.46,0.97,0.0
20200910:2110,0.0,0.0,0.0,0.0,0.0,18.53,0.76,0.0
20200910:2210,0.0,0.0,0.0,0.0,0.0,17.79,0.83,0.0
20200910:2310,0.0,0.0,0.0,0.0,0.0,17.06,0.97,0.0
20200911:0010,0.0,0.0,0.0,0.0,0.0,16.86,0.9,0.0
20200911:0110,0.0,0.0,0.0,0.0,0.0,17.04,0.62,0.0
20200911:0210,0.0,0.0,0.0,0.0,0.0,16.31,0.83,0.0
20200911:0310,0.0,0.0,0.0,0.0,0.0,14.64,1.24,0.0
20200911:0410,0.0,0.0,0.0,0.0,0.0,14.03,1.31,0.0
20200911:0510,0.0,0.0,0.0,0.0,0.0,13.62,1.38,0.0
20200911:0610,80.5,48.37,76.1,0.0,11.4,14.26,1.17,0.0
20200911:0710,211.04,145.93,132.53,0.0,20.9,17.16,1.38,0.0
20200911:0810,342.94,272.14,164.01,0.01,29.73,19.03,1.38,0.0
20200911:0910,461.72,444.17,145.27,0.01,37.25,20.79,1.24,0.0
20200911:1010,523.48,528.8,150.44,0.01,42.67,22.41,0.97,0.0
20200911:1110,536.29,529.95,173.62,0.01,45.09,23.89,0.9,0.0
20200911:1210,526.05,537.1,158.53,0.01,43.99,24.76,0.62,0.0
20200911:1310,483.06,506.5,133.31,0.01,39.63,25.35,0.41,0.0
20200911:1410,391.7,382.25,135.15,0.01,32.8,25.6,0.48,0.0
20200911:1510,275.94,258.98,113.81,0.01,24.39,25.56,0.48,0.0
20200911:1610,132.49,107.38,91.36,0.0,15.09,25.33,0.62,0.0
20200911:1710,17.52,13.0,29.62,0.0,5.39,24.56,0.76,0.0
20200911:1810,0.0,0.0,0.0,0.0,0.0,23.0,1.17,0.0
20200911:1910,0.0,0.0,0.0,0.0,0.0,20.82,2.0,0.0
20200911:2010,0.0,0.0,0.0,0.0,0.0,19.24,2.14,0.0
20200911:2110,0.0,0.0,0.0,0.0,0.0,17.86,1.93,0.0
20200911:2210,0.0,0.0,0.0,0.0,0.0,17.3,1.52,0.0
20200911:2310,0.0,0.0,0.0,0.0,0.0,17.78,1.17,0.0
20200912:0010,0.0,0.0,0.0,0.0,0.0,17.99,0.9,0.0
20200912:0110,0.0,0.0,0.0,0.0,0.0,17.62,0.9,0.0
20200912:0210,0.0,0.0,0.0,0.0,0.0,17.1,0.9,0.0
20200912:0310,0.0,0.0,0.0,0.0,0.0,17.01,0.69,0.0
20200912:0410,0.0,0.0,0.0,0.0,0.0,16.64,0.48,0.0
20200912:0510,0.0,0.0,0.0,0.0,0.0,16.28,0.34,0.0
20200912:0610,76.94,47.4,74.11,0.0,11.17,16.27,0.14,0.0
20200912:0710,210.54,156.13,124.55,0.0,20.66,17.38,0.34,0.0
20200912:0810,336.0,276.28,157.01,0.01,29.46,20.61,0.76,0.0
20200912:0910,444.19,418.87,155.31,0.01,36.95,23.09,1.1,0.0
20200912:1010,510.28,519.77,149.43,0.01,42.33,25.16,1.1,0.0
20200912:1110,534.17,562.63,146.47,0.01,44.71,26.74,1.03,0.0
20200912:1210,524.28,557.57,139.42,0.01,43.6,27.68,1.17,0.0
20200912:1310,470.34,477.13,144.37,0.01,39.24,28.27,1.52,0.0
