time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150101:0010,0.0,0.0,0.0,0.0,0.0,3.6,0.41,0.0
20150101:0110,0.0,0.0,0.0,0.0,0.0,3.3,0.55,0.0
20150101:0210,0.0,0.0,0.0,0.0,0.0,3.09,0.62,0.0
20150101:0310,0.0,0.0,0.0,0.0,0.0,2.78,0.83,0.0
20150101:0410,0.0,0.0,0.0,0.0,0.0,1.95,1.1,0.0
20150101:0510,0.0,0.0,0.0,0.0,0.0,0.5,1.38,0.0
20150101:0610,0.0,0.0,0.0,0.0,0.0,-1.12,1.72,0.0
20150101:0710,0.0,0.0,0.0,0.0,0.0,-1.73,1.93,0.0
20150101:0810,19504000.0,186.64,44.95,1.13,5.06,-1.99,2.0,0.0
20150101:0910,48430000.0,455.66,95.5,4.11,13.98,0.5,1.66,0.0
20150101:1010,64110000.0,638.93,112.94,6.64,21.23,5.02,1.86,0.0
20150101:1110,74101000.0,768.74,112.28,8.39,26.18,6.61,2.41,0.0
20150101:1210,76044000.0,794.22,121.71,9.07,28.26,7.84,2.21,0.0
20150101:1310,73417000.0,783.76,103.46,8.77,27.19,8.72,2.0,0.0
20150101:1410,62980000.0,642.31,110.83,7.28,23.12,9.14,1.86,0.0
20150101:1510,46687000.0,456.06,97.32,4.93,16.55,9.04,1.66,0.0
20150101:1610,24012000.0,234.21,62.21,2.06,8.11,8.13,1.38,0.0
20150101:1710,0.0,0.0,0.0,0.0,0.0,6.28,1.31,0.0
20150101:1810,0.0,0.0,0.0,0.0,0.0,4.31,1.1,0.0
20150101:1910,0.0,0.0,0.0,0.0,0.0,3.84,1.03,0.0
20150101:2010,0.0,0.0,0.0,0.0,0.0,2.36,1.17,0.0
20150101:2110,0.0,0.0,0.0,0.0,0.0,2.29,1.1,0.0
20150101:2210,0.0,0.0,0.0,0.0,0.0,2.23,0.76,0.0
20150101:2310,0.0,0.0,0.0,0.0,0.0,2.0,0.76,0.0
20150102:0010,0.0,0.0,0.0,0.0,0.0,1.71,0.9,0.0
20150102:0110,0.0,0.0,0.0,0.0,0.0,1.42,1.03,0.0
20150102:0210,0.0,0.0,0.0,0.0,0.0,0.57,1.17,0.0
20150102:0310,0.0,0.0,0.0,0.0,0.0,0.42,1.17,0.0
20150102:0410,0.0,0.0,0.0,0.0,0.0,0.95,1.1,0.0
20150102:0510,0.0,0.0,0.0,0.0,0.0,0.73,1.17,0.0
20150102:0610,0.0,0.0,0.0,0.0,0.0,0.55,1.24,0.0
20150102:0710,0.0,0.0,0.0,0.0,0.0,-0.51,1.17,0.0
20150102:0810,20452000.0,201.64,42.97,1.15,5.05,-0.46,1.17,0.0
20150102:0910,46647000.0,436.56,100.68,4.06,13.99,1.17,0.76,0.0
20150102:1010,63043000.0,637.83,112.73,6.64,21.26,5.0,0.83,0.0
20150102:1110,71660000.0,753.7,120.92,8.37,26.23,7.63,1.03,0.0
20150102:1210,75217000.0,824.75,105.64,9.17,28.35,9.38,1.17,0.0
20150102:1310,71102000.0,755.78,119.07,8.72,27.3,10.39,1.31,0.0
20150102:1410,62535000.0,655.98,105.04,7.35,23.24,10.79,1.24,0.0
20150102:1510,46760000.0,466.87,94.57,5.01,16.68,10.59,1.17,0.0
20150102:1610,23436000.0,225.59,65.72,2.08,8.24,9.6,1.31,0.0
20150102:1710,0.0,0.0,0.0,0.0,0.0,7.48,1.1,0.0
20150102:1810,0.0,0.0,0.0,0.0,0.0,5.63,1.03,0.0
20150102:1910,0.0,0.0,0.0,0.0,0.0,4.25,1.17,0.0
20150102:2010,0.0,0.0,0.0,0.0,0.0,3.24,1.17,0.0
20150102:2110,0.0,0.0,0.0,0.0,0.0,2.11,1.31,0.0
20150102:2210,0.0,0.0,0.0,0.0,0.0,1.72,1.38,0.0
20150102:2310,0.0,0.0,0.0,0.0,0.0,1.69,1.38,0.0
20150103:0010,0.0,0.0,0.0,0.0,0.0,1.81,1.31,0.0
20150103:0110,0.0,0.0,0.0,0.0,0.0,2.32,1.24,0.0
20150103:0210,0.0,0.0,0.0,0.0,0.0,3.11,1.1,0.0
20150103:0310,0.0,0.0,0.0,0.0,0.0,3.31,1.1,0.0
20150103:0410,0.0,0.0,0.0,0.0,0.0,3.32,1.03,0.0
20150103:0510,0.0,0.0,0.0,0.0,0.0,3.2,0.9,0.0
20150103:0610,0.0,0.0,0.0,0.0,0.0,2.98,0.76,0.0
20150103:0710,0.0,0.0,0.0,0.0,0.0,1.65,1.1,0.0
20150103:0810,20282000.0,201.28,42.9,1.15,5.04,0.93,1.24,0.0
20150103:0910,46343000.0,435.64,100.48,4.06,14.01,2.48,0.9,0.0
20150103:1010,62354000.0,638.71,112.65,6.66,21.29,6.46,0.55,0.0
20150103:1110,70358000.0,754.2,120.76,8.39,26.3,9.74,0.62,0.0
20150103:1210,72640000.0,794.87,122.89,9.12,28.43,11.3,0.55,0.0
20150103:1310,70222000.0,772.7,111.91,8.81,27.41,12.14,0.62,0.0
20150103:1410,60634000.0,632.68,117.36,7.32,23.36,12.48,0.69,0.0
20150103:1510,47231000.0,488.16,87.63,5.12,16.82,12.3,0.69,0.0
20150103:1610,25246000.0,258.13,58.43,2.18,8.38,11.46,0.83,0.0
20150103:1710,0.0,0.0,0.0,0.0,0.0,9.07,0.76,0.0
20150103:1810,0.0,0.0,0.0,0.0,0.0,7.72,0.83,0.0
20150103:1910,0.0,0.0,0.0,0.0,0.0,7.08,0.76,0.0
20150103:2010,0.0,0.0,0.0,0.0,0.0,5.97,0.76,0.0
20150103:2110,0.0,0.0,0.0,0.0,0.0,5.18,0.76,0.0
20150103:2210,0.0,0.0,0.0,0.0,0.0,4.74,0.9,0.0
20150103:2310,0.0,0.0,0.0,0.0,0.0,4.32,0.97,0.0
20150104:0010,0.0,0.0,0.0,0.0,0.0,4.01,0.97,0.0
20150104:0110,0.0,0.0,0.0,0.0,0.0,3.87,0.9,0.0
20150104:0210,0.0,0.0,0.0,0.0,0.0,3.82,1.03,0.0
20150104:0310,0.0,0.0,0.0,0.0,0.0,3.33,1.17,0.0
20150104:0410,0.0,0.0,0.0,0.0,0.0,2.58,1.31,0.0
20150104:0510,0.0,0.0,0.0,0.0,0.0,1.94,1.45,0.0
20150104:0610,0.0,0.0,0.0,0.0,0.0,1.26,1.59,0.0
20150104:0710,0.0,0.0,0.0,0.0,0.0,1.48,1.45,0.0
20150104:0810,20118000.0,200.71,42.81,1.15,5.04,2.11,1.38,0.0
20150104:0910,47108000.0,452.76,94.92,4.11,14.03,3.71,1.03,0.0
20150104:1010,62143000.0,637.3,112.37,6.66,21.34,7.02,0.62,0.0
20150104:1110,70011000.0,740.91,127.7,8.37,26.37,10.32,0.83,0.0
20150104:1210,72507000.0,781.86,129.7,9.1,28.53,12.03,0.9,0.0
20150104:1310,70043000.0,759.55,118.74,8.79,27.53,13.12,1.03,0.0
20150104:1410,61355000.0,647.97,110.2,7.39,23.5,13.56,1.1,0.0
20150104:1510,46666000.0,472.91,94.18,5.1,16.96,13.41,1.31,0.0
20150104:1610,24955000.0,249.22,63.96,2.22,8.52,12.4,1.24,0.0
20150104:1710,0.0,0.0,0.0,0.0,0.0,10.19,1.1,0.0
20150104:1810,0.0,0.0,0.0,0.0,0.0,8.57,0.97,0.0
20150104:1910,0.0,0.0,0.0,0.0,0.0,8.33,0.76,0.0
20150104:2010,0.0,0.0,0.0,0.0,0.0,7.55,0.76,0.0
20150104:2110,0.0,0.0,0.0,0.0,0.0,6.78,0.9,0.0
20150104:2210,0.0,0.0,0.0,0.0,0.0,6.05,1.03,0.0
20150104:2310,0.0,0.0,0.0,0.0,0.0,4.99,1.17,0.0
20150105:0010,0.0,0.0,0.0,0.0,0.0,5.03,1.17,0.0
20150105:0110,0.0,0.0,0.0,0.0,0.0,5.32,1.1,0.0
20150105:0210,0.0,0.0,0.0,0.0,0.0,5.49,1.03,0.0
20150105:0310,0.0,0.0,0.0,0.0,0.0,5.49,0.97,0.0
20150105:0410,0.0,0.0,0.0,0.0,0.0,5.39,0.83,0.0
20150105:0510,0.0,0.0,0.0,0.0,0.0,5.1,0.76,0.0
20150105:0610,0.0,0.0,0.0,0.0,0.0,4.77,0.9,0.0
20150105:0710,0.0,0.0,0.0,0.0,0.0,3.23,1.1,0.0
20150105:0810,19947000.0,199.91,42.69,1.15,5.05,2.86,1.24,0.0
20150105:0910,46097000.0,435.9,100.22,4.08,14.06,3.77,0.97,0.0
20150105:1010,62139000.0,637.88,112.22,6.68,21.39,7.14,0.62,0.0
20150105:1110,70632000.0,756.71,118.88,8.43,26.45,10.27,0.9,0.0
20150105:1210,73491000.0,798.71,121.03,9.17,28.64,11.76,1.1,0.0
20150105:1310,70909000.0,761.22,118.53,8.83,27.65,12.71,1.52,0.0
20150105:1410,62154000.0,649.59,111.51,7.44,23.64,13.13,1.59,0.0
20150105:1510,46283000.0,457.7,102.05,5.1,17.1,13.0,1.52,0.0
20150105:1610,24042000.0,234.7,66.68,2.2,8.67,12.17,1.31,0.0
20150105:1710,0.0,0.0,0.0,0.0,0.0,10.32,1.45,0.0
20150105:1810,0.0,0.0,0.0,0.0,0.0,7.48,1.31,0.0
20150105:1910,0.0,0.0,0.0,0.0,0.0,5.82,1.38,0.0
20150105:2010,0.0,0.0,0.0,0.0,0.0,5.49,1.17,0.0
20150105:2110,0.0,0.0,0.0,0.0,0.0,4.98,1.1,0.0
20150105:2210,0.0,0.0,0.0,0.0,0.0,4.34,1.1,0.0
20150105:2310,0.0,0.0,0.0,0.0,0.0,3.73,1.1,0.0
20150106:0010,0.0,0.0,0.0,0.0,0.0,3.31,1.1,0.0
20150106:0110,0.0,0.0,0.0,0.0,0.0,2.95,1.03,0.0
20150106:0210,0.0,0.0,0.0,0.0,0.0,2.56,1.03,0.0
20150106:0310,0.0,0.0,0.0,0.0,0.0,2.5,1.03,0.0
20150106:0410,0.0,0.0,0.0,0.0,0.0,2.66,0.9,0.0
20150106:0510,0.0,0.0,0.0,0.0,0.0,2.52,0.83,0.0
20150106:0610,0.0,0.0,0.0,0.0,0.0,2.47,0.76,0.0
20150106:0710,0.0,0.0,0.0,0.0,0.0,2.35,0.83,0.0
20150106:0810,20675000.0,208.85,41.72,1.16,5.07,2.09,0.9,0.0
20150106:0910,39275000.0,331.04,124.89,3.77,14.09,2.94,0.41,0.0
20150106:1010,62418000.0,651.02,106.23,6.74,21.45,6.31,0.21,0.0
20150106:1110,57922000.0,485.11,217.39,7.44,26.53,8.48,0.41,0.0
20150106:1210,28761000.0,100.75,242.13,5.41,28.75,9.79,0.9,0.0
20150106:1310,69909000.0,720.07,140.21,8.74,27.78,10.5,1.24,0.0
20150106:1410,58728000.0,559.15,151.04,7.17,23.78,10.77,1.31,0.0
20150106:1510,46413000.0,450.97,105.67,5.12,17.25,10.54,1.17,0.0
20150106:1610,27534000.0,285.46,55.71,2.38,8.82,9.91,0.9,0.0
20150106:1710,0.0,0.0,0.0,0.0,0.0,8.54,0.9,0.0
20150106:1810,0.0,0.0,0.0,0.0,0.0,7.28,0.83,0.0
20150106:1910,0.0,0.0,0.0,0.0,0.0,6.42,0.9,0.0
20150106:2010,0.0,0.0,0.0,0.0,0.0,4.8,1.17,0.0
20150106:2110,0.0,0.0,0.0,0.0,0.0,3.18,1.38,0.0
20150106:2210,0.0,0.0,0.0,0.0,0.0,3.12,1.24,0.0
20150106:2310,0.0,0.0,0.0,0.0,0.0,3.77,0.76,0.0
20150107:0010,0.0,0.0,0.0,0.0,0.0,3.57,0.48,0.0
20150107:0110,0.0,0.0,0.0,0.0,0.0,3.08,0.62,0.0
20150107:0210,0.0,0.0,0.0,0.0,0.0,2.52,0.83,0.0
20150107:0310,0.0,0.0,0.0,0.0,0.0,0.67,1.38,0.0
20150107:0410,0.0,0.0,0.0,0.0,0.0,-0.3,1.66,0.0
20150107:0510,0.0,0.0,0.0,0.0,0.0,-0.46,1.66,0.0
20150107:0610,0.0,0.0,0.0,0.0,0.0,-0.07,1.45,0.0
20150107:0710,0.0,0.0,0.0,0.0,0.0,-0.8,1.45,0.0
20150107:0810,17581000.0,168.03,44.28,1.09,5.09,-0.84,1.31,0.0
20150107:0910,44877000.0,409.73,107.38,4.02,14.13,1.7,0.83,0.0
20150107:1010,62879000.0,625.87,117.5,6.68,21.51,5.1,1.24,0.0
20150107:1110,72642000.0,756.69,121.57,8.5,26.62,7.12,1.45,0.0
20150107:1210,75198000.0,800.11,122.11,9.25,28.87,8.87,1.45,0.0
20150107:1310,71859000.0,766.0,118.15,8.92,27.92,10.15,1.31,0.0
20150107:1410,62337000.0,642.88,116.51,7.5,23.93,10.82,1.17,0.0
20150107:1510,48047000.0,479.84,96.52,5.26,17.41,10.98,1.45,0.0
20150107:1610,25481000.0,248.33,67.02,2.33,8.98,10.47,1.59,0.0
20150107:1710,0.0,0.0,0.0,0.0,0.0,8.87,1.86,0.0
20150107:1810,0.0,0.0,0.0,0.0,0.0,6.77,1.79,0.0
20150107:1910,0.0,0.0,0.0,0.0,0.0,4.81,1.86,0.0
20150107:2010,0.0,0.0,0.0,0.0,0.0,3.28,1.66,0.0
20150107:2110,0.0,0.0,0.0,0.0,0.0,2.6,1.45,0.0
20150107:2210,0.0,0.0,0.0,0.0,0.0,1.98,1.38,0.0
20150107:2310,0.0,0.0,0.0,0.0,0.0,1.51,1.38,0.0
20150108:0010,0.0,0.0,0.0,0.0,0.0,1.28,1.38,0.0
20150108:0110,0.0,0.0,0.0,0.0,0.0,1.25,1.24,0.0
20150108:0210,0.0,0.0,0.0,0.0,0.0,0.7,1.31,0.0
20150108:0310,0.0,0.0,0.0,0.0,0.0,0.17,1.31,0.0
20150108:0410,0.0,0.0,0.0,0.0,0.0,-0.07,1.31,0.0
20150108:0510,0.0,0.0,0.0,0.0,0.0,-0.17,1.31,0.0
20150108:0610,0.0,0.0,0.0,0.0,0.0,-0.16,1.24,0.0
20150108:0710,0.0,0.0,0.0,0.0,0.0,-1.47,1.45,0.0
20150108:0810,18840000.0,181.54,44.12,1.13,5.11,-1.58,1.38,0.0
20150108:0910,46067000.0,426.08,103.79,4.1,14.18,1.13,0.83,0.0
20150108:1010,62912000.0,626.02,118.89,6.72,21.59,4.93,1.1,0.0
20150108:1110,72028000.0,744.89,126.9,8.48,26.72,7.27,1.38,0.0
20150108:1210,75636000.0,801.53,121.88,9.28,28.99,8.9,1.72,0.0
20150108:1310,72817000.0,767.26,119.43,8.97,28.07,10.05,1.93,0.0
20150108:1410,63900000.0,657.44,110.82,7.59,24.09,10.73,2.14,0.0
20150108:1510,48262000.0,474.94,98.8,5.28,17.57,10.86,2.28,0.0
20150108:1610,26247000.0,256.13,67.26,2.4,9.14,10.26,1.93,0.0
20150108:1710,0.0,0.0,0.0,0.0,0.0,8.53,1.93,0.0
20150108:1810,0.0,0.0,0.0,0.0,0.0,6.54,1.79,0.0
20150108:1910,0.0,0.0,0.0,0.0,0.0,4.36,1.86,0.0
20150108:2010,0.0,0.0,0.0,0.0,0.0,2.72,1.72,0.0
20150108:2110,0.0,0.0,0.0,0.0,0.0,1.18,1.86,0.0
20150108:2210,0.0,0.0,0.0,0.0,0.0,0.57,1.79,0.0
20150108:2310,0.0,0.0,0.0,0.0,0.0,0.32,1.93,0.0
20150109:0010,0.0,0.0,0.0,0.0,0.0,-0.16,2.07,0.0
20150109:0110,0.0,0.0,0.0,0.0,0.0,-0.3,2.0,0.0
20150109:0210,0.0,0.0,0.0,0.0,0.0,-0.51,1.93,0.0
20150109:0310,0.0,0.0,0.0,0.0,0.0,-0.94,1.86,0.0
20150109:0410,0.0,0.0,0.0,0.0,0.0,-1.22,1.79,0.0
20150109:0510,0.0,0.0,0.0,0.0,0.0,-1.34,1.93,0.0
20150109:0610,0.0,0.0,0.0,0.0,0.0,-1.38,2.0,0.0
20150109:0710,0.0,0.0,0.0,0.0,0.0,-1.76,2.0,0.0
20150109:0810,19215000.0,184.9,44.46,1.15,5.15,-1.7,1.86,0.0
20150109:0910,46795000.0,434.47,100.91,4.13,14.23,1.05,1.31,0.0
20150109:1010,62986000.0,628.13,117.11,6.74,21.67,5.66,1.38,0.0
20150109:1110,71255000.0,731.1,133.54,8.46,26.83,8.69,1.59,0.0
20150109:1210,74367000.0,788.02,130.09,9.28,29.12,10.83,1.59,0.0
20150109:1310,70768000.0,740.82,132.82,8.92,28.22,12.05,1.59,0.0
20150109:1410,62670000.0,647.18,117.48,7.61,24.25,12.72,1.72,0.0
20150109:1510,47839000.0,476.2,99.95,5.33,17.74,12.78,1.86,0.0
20150109:1610,25682000.0,250.05,69.2,2.42,9.31,11.92,1.66,0.0
20150109:1710,0.0,0.0,0.0,0.0,0.0,10.01,1.86,0.0
20150109:1810,0.0,0.0,0.0,0.0,0.0,7.34,1.86,0.0
20150109:1910,0.0,0.0,0.0,0.0,0.0,4.88,1.93,0.0
20150109:2010,0.0,0.0,0.0,0.0,0.0,3.19,1.93,0.0
20150109:2110,0.0,0.0,0.0,0.0,0.0,2.36,1.86,0.0
20150109:2210,0.0,0.0,0.0,0.0,0.0,2.05,1.72,0.0
20150109:2310,0.0,0.0,0.0,0.0,0.0,2.0,1.59,0.0
20150110:0010,0.0,0.0,0.0,0.0,0.0,2.3,1.38,0.0
20150110:0110,0.0,0.0,0.0,0.0,0.0,2.73,1.31,0.0
20150110:0210,0.0,0.0,0.0,0.0,0.0,3.28,1.24,0.0
20150110:0310,0.0,0.0,0.0,0.0,0.0,4.23,1.1,0.0
20150110:0410,0.0,0.0,0.0,0.0,0.0,4.34,0.9,0.0
20150110:0510,0.0,0.0,0.0,0.0,0.0,4.23,0.76,0.0
20150110:0610,0.0,0.0,0.0,0.0,0.0,4.02,0.76,0.0
20150110:0710,0.0,0.0,0.0,0.0,0.0,0.83,1.59,0.0
20150110:0810,19200000.0,188.01,42.97,1.15,5.19,0.01,1.86,0.0
20150110:0910,46624000.0,434.99,100.66,4.15,14.29,2.24,1.45,0.0
20150110:1010,62440000.0,627.99,118.43,6.77,21.75,7.13,1.17,0.0
20150110:1110,71171000.0,761.38,119.36,8.59,26.94,10.33,1.03,0.0
20150110:1210,72854000.0,791.06,128.37,9.32,29.26,12.29,0.83,0.0
20150110:1310,70952000.0,785.89,111.95,9.12,28.38,13.58,0.83,0.0
20150110:1410,60734000.0,636.89,123.98,7.63,24.42,14.28,0.55,0.0
20150110:1510,47250000.0,489.7,95.72,5.42,17.91,14.41,0.28,0.0
20150110:1610,26448000.0,268.18,65.49,2.51,9.48,13.84,0.55,0.0
20150110:1710,0.0,0.0,0.0,0.0,0.0,12.48,0.55,0.0
20150110:1810,0.0,0.0,0.0,0.0,0.0,10.9,0.28,0.0
20150110:1910,0.0,0.0,0.0,0.0,0.0,9.84,0.07,0.0
20150110:2010,0.0,0.0,0.0,0.0,0.0,8.5,0.55,0.0
20150110:2110,0.0,0.0,0.0,0.0,0.0,7.27,0.97,0.0
20150110:2210,0.0,0.0,0.0,0.0,0.0,6.45,0.97,0.0
20150110:2310,0.0,0.0,0.0,0.0,0.0,6.5,0.9,0.0
20150111:0010,0.0,0.0,0.0,0.0,0.0,6.31,0.83,0.0
20150111:0110,0.0,0.0,0.0,0.0,0.0,6.2,0.83,0.0
20150111:0210,0.0,0.0,0.0,0.0,0.0,6.27,0.97,0.0
20150111:0310,0.0,0.0,0.0,0.0,0.0,6.42,1.1,0.0
20150111:0410,0.0,0.0,0.0,0.0,0.0,5.96,1.17,0.0
20150111:0510,0.0,0.0,0.0,0.0,0.0,6.42,0.97,0.0
20150111:0610,0.0,0.0,0.0,0.0,0.0,6.14,0.62,0.0
20150111:0710,0.0,0.0,0.0,0.0,0.0,5.29,0.62,0.0
20150111:0810,18613000.0,186.08,44.47,1.16,5.23,5.22,0.76,0.0
20150111:0910,45579000.0,435.35,100.37,4.17,14.36,5.66,0.83,0.0
20150111:1010,62848000.0,652.73,106.67,6.86,21.85,7.65,0.76,0.0
20150111:1110,70789000.0,747.36,127.64,8.59,27.07,10.23,1.03,0.0
20150111:1210,75729000.0,823.36,114.24,9.48,29.41,11.67,1.79,0.0
20150111:1310,72888000.0,773.93,118.67,9.12,28.55,12.53,2.41,0.0
20150111:1410,64283000.0,664.1,113.03,7.77,24.6,12.88,2.62,0.0
20150111:1510,48713000.0,482.48,100.93,5.46,18.09,12.77,2.48,0.0
20150111:1610,27652000.0,277.82,64.09,2.58,9.65,12.02,2.14,0.0
20150111:1710,0.0,0.0,0.0,0.0,0.0,10.05,2.21,0.0
20150111:1810,0.0,0.0,0.0,0.0,0.0,8.08,2.14,0.0
20150111:1910,0.0,0.0,0.0,0.0,0.0,6.96,2.14,0.0
20150111:2010,0.0,0.0,0.0,0.0,0.0,5.27,2.14,0.0
20150111:2110,0.0,0.0,0.0,0.0,0.0,3.89,2.07,0.0
20150111:2210,0.0,0.0,0.0,0.0,0.0,2.99,2.07,0.0
20150111:2310,0.0,0.0,0.0,0.0,0.0,2.4,2.21,0.0
20150112:0010,0.0,0.0,0.0,0.0,0.0,2.0,2.34,0.0
20150112:0110,0.0,0.0,0.0,0.0,0.0,1.47,2.14,0.0
20150112:0210,0.0,0.0,0.0,0.0,0.0,1.22,1.79,0.0
20150112:0310,0.0,0.0,0.0,0.0,0.0,1.35,1.45,0.0
20150112:0410,0.0,0.0,0.0,0.0,0.0,0.77,1.52,0.0
20150112:0510,0.0,0.0,0.0,0.0,0.0,0.35,1.72,0.0
20150112:0610,0.0,0.0,0.0,0.0,0.0,0.62,1.79,0.0
20150112:0710,0.0,0.0,0.0,0.0,0.0,0.52,1.79,0.0
20150112:0810,19594000.0,193.43,43.44,1.18,5.28,1.15,1.59,0.0
20150112:0910,46792000.0,445.62,97.55,4.22,14.43,3.42,1.03,0.0
20150112:1010,51132000.0,419.57,185.41,6.08,21.95,7.3,0.97,0.0
20150112:1110,54848000.0,426.65,233.98,7.35,27.19,10.31,1.1,0.0
20150112:1210,67876000.0,653.86,189.78,8.9,29.57,12.34,1.1,0.0
20150112:1310,65180000.0,627.38,184.14,8.63,28.72,13.61,1.1,0.0
20150112:1410,66584000.0,782.47,50.84,8.19,24.78,14.21,1.03,0.0
20150112:1510,46941000.0,467.14,108.38,5.46,18.27,14.31,0.9,0.0
20150112:1610,28676000.0,300.17,60.36,2.71,9.83,13.85,0.69,0.0
20150112:1710,0.0,0.0,0.0,0.0,0.0,12.28,0.69,0.0
20150112:1810,0.0,0.0,0.0,0.0,0.0,11.46,0.69,0.0
20150112:1910,0.0,0.0,0.0,0.0,0.0,8.02,1.45,0.0
20150112:2010,0.0,0.0,0.0,0.0,0.0,7.34,1.31,0.0
20150112:2110,0.0,0.0,0.0,0.0,0.0,6.28,1.38,0.0
20150112:2210,0.0,0.0,0.0,0.0,0.0,5.39,1.45,0.0
20150112:2310,0.0,0.0,0.0,0.0,0.0,5.06,1.38,0.0
20150113:0010,0.0,0.0,0.0,0.0,0.0,4.47,1.31,0.0
20150113:0110,0.0,0.0,0.0,0.0,0.0,4.03,1.31,0.0
20150113:0210,0.0,0.0,0.0,0.0,0.0,3.76,1.24,0.0
20150113:0310,0.0,0.0,0.0,0.0,0.0,3.38,1.31,0.0
20150113:0410,0.0,0.0,0.0,0.0,0.0,2.94,1.38,0.0
20150113:0510,0.0,0.0,0.0,0.0,0.0,2.62,1.31,0.0
20150113:0610,0.0,0.0,0.0,0.0,0.0,2.55,1.17,0.0
20150113:0710,0.0,0.0,0.0,0.0,0.0,3.71,1.1,0.0
20150113:0810,19315000.0,191.08,44.91,1.2,5.34,3.18,1.38,0.0
20150113:0910,45874000.0,438.1,99.92,4.22,14.51,4.99,0.76,0.0
20150113:1010,61866000.0,643.27,111.94,6.9,22.05,8.81,0.48,0.0
20150113:1110,69953000.0,764.78,120.1,8.72,27.33,11.97,0.41,0.0
20150113:1210,73408000.0,812.11,120.69,9.52,29.73,13.3,0.83,0.0
20150113:1310,71289000.0,778.92,119.66,9.25,28.9,14.16,1.17,0.0
20150113:1410,62799000.0,657.99,117.82,7.85,24.97,14.65,1.59,0.0
20150113:1510,48487000.0,488.22,101.79,5.59,18.45,14.71,1.79,0.0
20150113:1610,26769000.0,262.61,72.7,2.66,10.01,14.23,1.45,0.0
20150113:1710,0.0,0.0,0.0,0.0,0.0,12.81,1.38,0.0
20150113:1810,0.0,0.0,0.0,0.0,0.0,10.08,1.31,0.0
20150113:1910,0.0,0.0,0.0,0.0,0.0,8.53,1.31,0.0
20150113:2010,0.0,0.0,0.0,0.0,0.0,8.32,1.17,0.0
20150113:2110,0.0,0.0,0.0,0.0,0.0,8.4,0.97,0.0
20150113:2210,0.0,0.0,0.0,0.0,0.0,8.21,0.83,0.0
20150113:2310,0.0,0.0,0.0,0.0,0.0,7.94,0.83,0.0
20150114:0010,0.0,0.0,0.0,0.0,0.0,7.63,0.83,0.0
20150114:0110,0.0,0.0,0.0,0.0,0.0,7.42,0.55,0.0
20150114:0210,0.0,0.0,0.0,0.0,0.0,7.21,0.55,0.0
20150114:0310,0.0,0.0,0.0,0.0,0.0,6.8,0.41,0.0
20150114:0410,0.0,0.0,0.0,0.0,0.0,6.37,0.41,0.0
20150114:0510,0.0,0.0,0.0,0.0,0.0,5.86,0.55,0.0
20150114:0610,0.0,0.0,0.0,0.0,0.0,5.44,0.76,0.0
20150114:0710,0.0,0.0,0.0,0.0,0.0,4.85,0.9,0.0
20150114:0810,23083000.0,243.79,38.63,1.31,5.4,4.69,0.62,0.0
20150114:0910,50037000.0,532.54,63.22,4.5,14.6,5.04,0.07,0.0
20150114:1010,62554000.0,654.86,107.43,6.97,22.17,7.99,0.41,0.0
20150114:1110,70782000.0,765.64,119.77,8.76,27.47,10.34,0.55,0.0
20150114:1210,72765000.0,798.18,128.75,9.52,29.9,11.65,0.34,0.0
20150114:1310,70667000.0,795.66,112.44,9.36,29.08,12.66,0.07,0.0
20150114:1410,61636000.0,647.43,124.21,7.86,25.16,13.31,0.41,0.0
20150114:1510,48302000.0,490.91,101.4,5.64,18.65,13.54,0.69,0.0
20150114:1610,26146000.0,251.41,75.4,2.66,10.2,13.17,0.97,0.0
20150114:1710,0.0,0.0,0.0,0.0,0.0,11.59,1.66,0.0
20150114:1810,0.0,0.0,0.0,0.0,0.0,9.29,1.52,0.0
20150114:1910,0.0,0.0,0.0,0.0,0.0,8.24,0.83,0.0
20150114:2010,0.0,0.0,0.0,0.0,0.0,7.86,0.21,0.0
20150114:2110,0.0,0.0,0.0,0.0,0.0,7.33,0.28,0.0
20150114:2210,0.0,0.0,0.0,0.0,0.0,6.88,0.28,0.0
20150114:2310,0.0,0.0,0.0,0.0,0.0,6.54,0.41,0.0
20150115:0010,0.0,0.0,0.0,0.0,0.0,6.25,0.69,0.0
20150115:0110,0.0,0.0,0.0,0.0,0.0,5.73,0.97,0.0
20150115:0210,0.0,0.0,0.0,0.0,0.0,5.49,0.97,0.0
20150115:0310,0.0,0.0,0.0,0.0,0.0,5.38,1.03,0.0
20150115:0410,0.0,0.0,0.0,0.0,0.0,3.43,1.24,0.0
20150115:0510,0.0,0.0,0.0,0.0,0.0,2.31,1.31,0.0
20150115:0610,0.0,0.0,0.0,0.0,0.0,2.4,1.59,0.0
20150115:0710,0.0,0.0,0.0,0.0,0.0,2.74,1.45,0.0
20150115:0810,19704000.0,195.05,45.19,1.24,5.47,3.01,1.45,0.0
20150115:0910,46604000.0,447.6,96.55,4.3,14.69,5.15,1.24,0.0
20150115:1010,62744000.0,633.42,116.97,6.94,22.29,8.63,1.66,0.0
20150115:1110,73311000.0,753.19,126.45,8.76,27.62,10.48,3.17,0.0
20150115:1210,76728000.0,784.25,136.63,9.52,30.07,11.59,4.07,0.0
20150115:1310,72550000.0,711.53,153.44,9.1,29.28,12.27,4.62,0.0
