time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20161201:2010,0.0,0.0,0.0,0.0,0.0,10.06,0.76,0.0
20161201:2110,0.0,0.0,0.0,0.0,0.0,9.51,1.17,0.0
20161201:2210,0.0,0.0,0.0,0.0,0.0,9.14,1.17,0.0
20161201:2310,0.0,0.0,0.0,0.0,0.0,8.7,1.17,0.0
20161202:0010,0.0,0.0,0.0,0.0,0.0,8.9,0.97,0.0
20161202:0110,0.0,0.0,0.0,0.0,0.0,8.83,0.76,0.0
20161202:0210,0.0,0.0,0.0,0.0,0.0,8.73,0.9,0.0
20161202:0310,0.0,0.0,0.0,0.0,0.0,8.55,0.83,0.0
20161202:0410,0.0,0.0,0.0,0.0,0.0,8.21,0.97,0.0
20161202:0510,0.0,0.0,0.0,0.0,0.0,7.84,0.97,0.0
20161202:0610,0.0,0.0,0.0,0.0,0.0,7.51,0.97,0.0
20161202:0710,0.0,0.0,0.0,0.0,0.0,7.39,0.62,0.0
20161202:0810,12565000.0,89.21,71.01,1.47,7.98,8.19,0.55,0.0
20161202:0910,42337000.0,365.24,137.76,4.48,16.67,9.3,0.97,0.0
20161202:1010,21148000.0,68.85,187.17,4.08,23.54,10.3,0.97,0.0
20161202:1110,42521000.0,256.69,251.95,6.5,27.96,11.36,1.1,0.0
20161202:1210,28589000.0,100.83,243.56,5.46,29.37,11.9,0.83,0.0
20161202:1310,18392000.0,31.25,196.7,4.13,27.57,12.52,0.55,0.0
20161202:1410,20365000.0,68.94,182.2,4.02,22.8,12.93,0.28,0.0
20161202:1510,10054000.0,23.69,109.12,2.29,15.67,12.94,0.83,0.0
20161202:1610,18920000.0,192.82,53.63,1.64,6.79,12.72,1.03,0.0
20161202:1710,0.0,0.0,0.0,0.0,0.0,11.86,1.1,0.0
20161202:1810,0.0,0.0,0.0,0.0,0.0,10.6,1.45,0.0
20161202:1910,0.0,0.0,0.0,0.0,0.0,8.98,1.45,0.0
20161202:2010,0.0,0.0,0.0,0.0,0.0,8.17,1.31,0.0
20161202:2110,0.0,0.0,0.0,0.0,0.0,7.53,1.45,0.0
20161202:2210,0.0,0.0,0.0,0.0,0.0,7.14,1.45,0.0
20161202:2310,0.0,0.0,0.0,0.0,0.0,6.75,1.59,0.0
20161203:0010,0.0,0.0,0.0,0.0,0.0,6.69,1.66,0.0
20161203:0110,0.0,0.0,0.0,0.0,0.0,6.43,1.59,0.0
20161203:0210,0.0,0.0,0.0,0.0,0.0,6.33,1.52,0.0
20161203:0310,0.0,0.0,0.0,0.0,0.0,6.66,1.52,0.0
20161203:0410,0.0,0.0,0.0,0.0,0.0,6.82,1.66,0.0
20161203:0510,0.0,0.0,0.0,0.0,0.0,7.12,1.72,0.0
20161203:0610,0.0,0.0,0.0,0.0,0.0,7.39,1.72,0.0
20161203:0710,0.0,0.0,0.0,0.0,0.0,7.71,1.72,0.0
20161203:0810,20578000.0,174.25,76.48,1.73,7.81,8.14,1.86,0.0
20161203:0910,13659000.0,45.1,125.13,2.66,16.5,8.89,1.72,0.0
20161203:1010,42519000.0,288.92,211.69,5.72,23.37,10.18,2.14,0.0
20161203:1110,18611000.0,30.31,196.59,4.11,27.8,10.5,2.14,0.0
20161203:1210,17651000.0,20.24,196.26,4.06,29.23,10.7,2.14,0.0
20161203:1310,14613000.0,11.07,171.76,3.51,27.44,11.33,2.41,0.0
20161203:1410,17538000.0,44.21,171.44,3.68,22.71,11.77,2.48,0.0
20161203:1510,22183000.0,132.04,137.29,3.31,15.6,12.14,2.55,0.0
20161203:1610,563000.0,0.0,16.35,0.33,6.74,12.06,2.62,0.0
20161203:1710,0.0,0.0,0.0,0.0,0.0,11.56,2.55,0.0
20161203:1810,0.0,0.0,0.0,0.0,0.0,11.27,2.41,0.0
20161203:1910,0.0,0.0,0.0,0.0,0.0,11.12,2.62,0.0
20161203:2010,0.0,0.0,0.0,0.0,0.0,10.57,2.62,0.0
20161203:2110,0.0,0.0,0.0,0.0,0.0,10.48,2.76,0.0
20161203:2210,0.0,0.0,0.0,0.0,0.0,10.37,2.76,0.0
20161203:2310,0.0,0.0,0.0,0.0,0.0,10.45,2.55,0.0
20161204:0010,0.0,0.0,0.0,0.0,0.0,10.43,2.34,0.0
20161204:0110,0.0,0.0,0.0,0.0,0.0,10.4,2.34,0.0
20161204:0210,0.0,0.0,0.0,0.0,0.0,10.23,2.28,0.0
20161204:0310,0.0,0.0,0.0,0.0,0.0,10.07,2.28,0.0
20161204:0410,0.0,0.0,0.0,0.0,0.0,10.01,2.14,0.0
20161204:0510,0.0,0.0,0.0,0.0,0.0,9.53,2.14,0.0
20161204:0610,0.0,0.0,0.0,0.0,0.0,9.43,2.14,0.0
20161204:0710,0.0,0.0,0.0,0.0,0.0,9.66,2.14,0.0
20161204:0810,8359000.0,51.7,60.9,1.24,7.65,9.83,2.14,0.0
20161204:0910,6439000.0,2.39,87.61,1.77,16.33,10.82,2.14,0.0
20161204:1010,17887000.0,44.97,174.62,3.71,23.21,11.96,2.62,0.0
20161204:1110,38390000.0,207.26,248.29,6.1,27.65,12.72,2.76,0.0
20161204:1210,28989000.0,105.2,241.76,5.44,29.09,13.21,2.9,0.0
20161204:1310,58103000.0,488.45,209.71,7.65,27.33,13.62,2.97,0.0
20161204:1410,49683000.0,420.57,174.0,6.28,22.62,13.86,2.83,0.0
20161204:1510,18460000.0,95.67,133.12,3.06,15.54,14.02,2.69,0.0
20161204:1610,11301000.0,94.78,58.08,1.31,6.7,13.31,2.28,0.0
20161204:1710,0.0,0.0,0.0,0.0,0.0,12.33,2.21,0.0
20161204:1810,0.0,0.0,0.0,0.0,0.0,11.37,2.34,0.0
20161204:1910,0.0,0.0,0.0,0.0,0.0,10.76,2.55,0.0
20161204:2010,0.0,0.0,0.0,0.0,0.0,10.06,2.55,0.0
20161204:2110,0.0,0.0,0.0,0.0,0.0,9.71,2.55,0.0
20161204:2210,0.0,0.0,0.0,0.0,0.0,9.61,2.55,0.0
20161204:2310,0.0,0.0,0.0,0.0,0.0,9.42,2.48,0.0
20161205:0010,0.0,0.0,0.0,0.0,0.0,9.44,2.41,0.0
20161205:0110,0.0,0.0,0.0,0.0,0.0,9.47,2.48,0.0
20161205:0210,0.0,0.0,0.0,0.0,0.0,9.66,2.83,0.0
20161205:0310,0.0,0.0,0.0,0.0,0.0,9.87,2.97,0.0
20161205:0410,0.0,0.0,0.0,0.0,0.0,9.86,2.97,0.0
20161205:0510,0.0,0.0,0.0,0.0,0.0,9.93,2.9,0.0
20161205:0610,0.0,0.0,0.0,0.0,0.0,9.99,2.83,0.0
20161205:0710,0.0,0.0,0.0,0.0,0.0,9.85,2.83,0.0
20161205:0810,22487000.0,202.82,71.49,1.71,7.49,10.0,2.69,0.0
20161205:0910,3435000.0,0.0,54.51,1.09,16.17,10.89,2.55,0.0
20161205:1010,20018000.0,61.59,181.1,3.91,23.05,12.12,4.0,0.0
20161205:1110,34420000.0,164.1,242.81,5.73,27.5,13.25,4.41,0.0
20161205:1210,54453000.0,398.04,248.46,7.54,28.96,13.73,4.21,0.0
20161205:1310,10642000.0,1.86,137.43,2.77,27.23,13.87,4.28,0.0
20161205:1410,4650000.0,0.0,69.95,1.4,22.54,14.21,4.0,0.0
20161205:1510,4514000.0,0.0,68.13,1.37,15.49,13.61,4.48,0.0
20161205:1610,6156000.0,39.5,50.34,1.06,6.67,12.95,3.45,0.0
20161205:1710,0.0,0.0,0.0,0.0,0.0,12.22,3.17,0.0
20161205:1810,0.0,0.0,0.0,0.0,0.0,11.82,3.17,0.0
20161205:1910,0.0,0.0,0.0,0.0,0.0,11.6,3.72,0.0
20161205:2010,0.0,0.0,0.0,0.0,0.0,11.34,3.79,0.0
20161205:2110,0.0,0.0,0.0,0.0,0.0,11.13,3.86,0.0
20161205:2210,0.0,0.0,0.0,0.0,0.0,10.62,3.52,0.0
20161205:2310,0.0,0.0,0.0,0.0,0.0,10.21,3.1,0.0
20161206:0010,0.0,0.0,0.0,0.0,0.0,9.72,2.76,0.0
20161206:0110,0.0,0.0,0.0,0.0,0.0,9.27,2.48,0.0
20161206:0210,0.0,0.0,0.0,0.0,0.0,8.7,2.34,0.0
20161206:0310,0.0,0.0,0.0,0.0,0.0,8.27,2.34,0.0
20161206:0410,0.0,0.0,0.0,0.0,0.0,7.98,2.28,0.0
20161206:0510,0.0,0.0,0.0,0.0,0.0,7.65,2.34,0.0
20161206:0610,0.0,0.0,0.0,0.0,0.0,7.44,2.55,0.0
20161206:0710,0.0,0.0,0.0,0.0,0.0,7.05,1.79,0.0
20161206:0810,26423000.0,252.11,64.82,1.78,7.33,6.4,1.38,0.0
20161206:0910,46930000.0,443.41,114.03,4.57,16.02,9.13,1.24,0.0
20161206:1010,64043000.0,649.51,117.31,7.04,22.9,11.4,2.76,0.0
20161206:1110,72307000.0,765.83,117.48,8.63,27.36,12.62,2.55,0.0
20161206:1210,74968000.0,822.58,101.32,9.23,28.84,13.92,2.69,0.0
20161206:1310,66314000.0,658.9,150.62,8.28,27.13,14.7,2.83,0.0
20161206:1410,58661000.0,600.03,110.71,6.92,22.47,15.07,2.9,0.0
20161206:1510,41616000.0,405.57,97.48,4.48,15.44,14.98,2.83,0.0
20161206:1610,16336000.0,155.73,59.11,1.51,6.65,14.36,2.21,0.0
20161206:1710,0.0,0.0,0.0,0.0,0.0,12.86,2.0,0.0
20161206:1810,0.0,0.0,0.0,0.0,0.0,11.56,1.93,0.0
20161206:1910,0.0,0.0,0.0,0.0,0.0,10.42,1.86,0.0
20161206:2010,0.0,0.0,0.0,0.0,0.0,9.12,1.79,0.0
20161206:2110,0.0,0.0,0.0,0.0,0.0,8.14,1.79,0.0
20161206:2210,0.0,0.0,0.0,0.0,0.0,7.38,1.79,0.0
20161206:2310,0.0,0.0,0.0,0.0,0.0,6.8,1.72,0.0
20161207:0010,0.0,0.0,0.0,0.0,0.0,6.38,1.66,0.0
20161207:0110,0.0,0.0,0.0,0.0,0.0,5.84,1.72,0.0
20161207:0210,0.0,0.0,0.0,0.0,0.0,5.38,1.72,0.0
20161207:0310,0.0,0.0,0.0,0.0,0.0,4.97,1.66,0.0
20161207:0410,0.0,0.0,0.0,0.0,0.0,4.76,1.59,0.0
20161207:0510,0.0,0.0,0.0,0.0,0.0,4.48,1.45,0.0
20161207:0610,0.0,0.0,0.0,0.0,0.0,4.1,1.45,0.0
20161207:0710,0.0,0.0,0.0,0.0,0.0,3.66,1.31,0.0
20161207:0810,25220000.0,233.06,66.92,1.71,7.18,3.97,1.31,0.0
20161207:0910,45792000.0,414.6,121.18,4.44,15.87,6.66,1.45,0.0
20161207:1010,63148000.0,635.64,123.2,6.97,22.75,8.88,1.45,0.0
20161207:1110,70478000.0,735.63,130.13,8.48,27.22,11.02,1.52,0.0
20161207:1210,72158000.0,761.59,131.08,8.99,28.72,12.69,1.79,0.0
20161207:1310,65490000.0,645.78,155.77,8.21,27.04,13.85,2.21,0.0
20161207:1410,57031000.0,566.74,125.38,6.79,22.41,14.52,2.34,0.0
20161207:1510,41115000.0,398.24,100.12,4.44,15.4,14.53,2.14,0.0
20161207:1610,17421000.0,169.94,58.2,1.55,6.63,13.93,1.52,0.0
20161207:1710,0.0,0.0,0.0,0.0,0.0,12.41,1.59,0.0
20161207:1810,0.0,0.0,0.0,0.0,0.0,10.43,1.72,0.0
20161207:1910,0.0,0.0,0.0,0.0,0.0,8.83,1.79,0.0
20161207:2010,0.0,0.0,0.0,0.0,0.0,7.56,1.72,0.0
20161207:2110,0.0,0.0,0.0,0.0,0.0,6.75,1.66,0.0
20161207:2210,0.0,0.0,0.0,0.0,0.0,6.07,1.72,0.0
20161207:2310,0.0,0.0,0.0,0.0,0.0,5.4,1.86,0.0
20161208:0010,0.0,0.0,0.0,0.0,0.0,5.0,2.07,0.0
20161208:0110,0.0,0.0,0.0,0.0,0.0,4.71,2.14,0.0
20161208:0210,0.0,0.0,0.0,0.0,0.0,4.39,2.14,0.0
20161208:0310,0.0,0.0,0.0,0.0,0.0,4.0,2.07,0.0
20161208:0410,0.0,0.0,0.0,0.0,0.0,3.64,2.07,0.0
20161208:0510,0.0,0.0,0.0,0.0,0.0,3.3,2.14,0.0
20161208:0610,0.0,0.0,0.0,0.0,0.0,3.32,2.14,0.0
20161208:0710,0.0,0.0,0.0,0.0,0.0,3.31,2.14,0.0
20161208:0810,24631000.0,225.1,66.56,1.66,7.03,3.37,2.0,0.0
20161208:0910,45741000.0,412.32,119.88,4.39,15.72,6.33,1.86,0.0
20161208:1010,63129000.0,621.53,127.34,6.88,22.61,8.97,2.41,0.0
20161208:1110,71124000.0,720.54,137.24,8.41,27.09,10.65,2.62,0.0
20161208:1210,73855000.0,774.82,124.43,9.01,28.61,12.1,2.76,0.0
20161208:1310,69023000.0,711.06,126.19,8.41,26.95,13.05,2.9,0.0
20161208:1410,59614000.0,611.26,105.61,6.92,22.35,13.55,2.97,0.0
20161208:1510,42411000.0,415.0,93.91,4.48,15.36,13.54,2.9,0.0
20161208:1610,18953000.0,190.87,54.37,1.58,6.61,12.89,2.21,0.0
20161208:1710,0.0,0.0,0.0,0.0,0.0,11.22,2.07,0.0
20161208:1810,0.0,0.0,0.0,0.0,0.0,9.7,2.21,0.0
20161208:1910,0.0,0.0,0.0,0.0,0.0,8.8,2.28,0.0
20161208:2010,0.0,0.0,0.0,0.0,0.0,7.98,2.28,0.0
20161208:2110,0.0,0.0,0.0,0.0,0.0,7.18,2.34,0.0
20161208:2210,0.0,0.0,0.0,0.0,0.0,6.84,2.48,0.0
20161208:2310,0.0,0.0,0.0,0.0,0.0,6.62,2.62,0.0
20161209:0010,0.0,0.0,0.0,0.0,0.0,6.48,2.55,0.0
20161209:0110,0.0,0.0,0.0,0.0,0.0,6.29,2.55,0.0
20161209:0210,0.0,0.0,0.0,0.0,0.0,6.09,2.48,0.0
20161209:0310,0.0,0.0,0.0,0.0,0.0,5.81,2.41,0.0
20161209:0410,0.0,0.0,0.0,0.0,0.0,5.43,2.21,0.0
20161209:0510,0.0,0.0,0.0,0.0,0.0,5.11,2.21,0.0
20161209:0610,0.0,0.0,0.0,0.0,0.0,4.93,2.28,0.0
20161209:0710,0.0,0.0,0.0,0.0,0.0,4.48,2.07,0.0
20161209:0810,23705000.0,216.77,66.08,1.6,6.89,4.43,1.86,0.0
20161209:0910,46249000.0,427.19,115.66,4.41,15.58,7.5,1.59,0.0
20161209:1010,62622000.0,630.14,123.61,6.88,22.48,10.7,1.93,0.0
20161209:1110,70981000.0,747.74,122.11,8.45,26.97,12.81,2.28,0.0
20161209:1210,72766000.0,774.88,123.13,8.97,28.51,14.36,2.55,0.0
20161209:1310,68840000.0,724.01,119.5,8.43,26.87,15.51,3.1,0.0
20161209:1410,59373000.0,622.59,100.18,6.94,22.3,15.87,2.9,0.0
20161209:1510,41008000.0,398.52,100.45,4.42,15.34,15.79,2.41,0.0
20161209:1610,18137000.0,181.55,56.66,1.57,6.6,15.26,1.52,0.0
20161209:1710,0.0,0.0,0.0,0.0,0.0,14.04,1.45,0.0
20161209:1810,0.0,0.0,0.0,0.0,0.0,12.62,1.45,0.0
20161209:1910,0.0,0.0,0.0,0.0,0.0,11.05,1.79,0.0
20161209:2010,0.0,0.0,0.0,0.0,0.0,10.05,1.86,0.0
20161209:2110,0.0,0.0,0.0,0.0,0.0,8.87,1.93,0.0
20161209:2210,0.0,0.0,0.0,0.0,0.0,8.15,1.86,0.0
20161209:2310,0.0,0.0,0.0,0.0,0.0,7.45,1.93,0.0
20161210:0010,0.0,0.0,0.0,0.0,0.0,6.89,1.93,0.0
20161210:0110,0.0,0.0,0.0,0.0,0.0,6.55,1.93,0.0
20161210:0210,0.0,0.0,0.0,0.0,0.0,6.2,1.86,0.0
20161210:0310,0.0,0.0,0.0,0.0,0.0,5.94,1.86,0.0
20161210:0410,0.0,0.0,0.0,0.0,0.0,5.82,1.79,0.0
20161210:0510,0.0,0.0,0.0,0.0,0.0,5.55,1.66,0.0
20161210:0610,0.0,0.0,0.0,0.0,0.0,5.4,1.66,0.0
20161210:0710,0.0,0.0,0.0,0.0,0.0,5.54,1.38,0.0
20161210:0810,18147000.0,155.02,66.73,1.42,6.75,5.42,1.17,0.0
20161210:0910,35892000.0,280.67,142.4,3.88,15.44,7.55,0.76,0.0
20161210:1010,52849000.0,458.61,179.06,6.24,22.35,10.43,0.83,0.0
20161210:1110,62843000.0,590.91,185.0,7.86,26.85,12.36,0.97,0.0
20161210:1210,67005000.0,675.39,167.81,8.61,28.41,13.62,0.76,0.0
20161210:1310,60324000.0,573.35,181.6,7.86,26.8,14.44,0.62,0.0
20161210:1410,51173000.0,474.88,158.42,6.41,22.26,14.82,0.55,0.0
20161210:1510,41542000.0,423.98,90.08,4.48,15.32,14.85,0.34,0.0
20161210:1610,18183000.0,182.14,56.78,1.57,6.6,14.45,0.48,0.0
20161210:1710,0.0,0.0,0.0,0.0,0.0,13.27,0.97,0.0
20161210:1810,0.0,0.0,0.0,0.0,0.0,11.34,1.1,0.0
20161210:1910,0.0,0.0,0.0,0.0,0.0,11.9,0.48,0.0
20161210:2010,0.0,0.0,0.0,0.0,0.0,11.23,0.62,0.0
20161210:2110,0.0,0.0,0.0,0.0,0.0,9.98,0.97,0.0
20161210:2210,0.0,0.0,0.0,0.0,0.0,8.85,1.1,0.0
20161210:2310,0.0,0.0,0.0,0.0,0.0,8.25,1.17,0.0
20161211:0010,0.0,0.0,0.0,0.0,0.0,8.02,1.1,0.0
20161211:0110,0.0,0.0,0.0,0.0,0.0,8.12,0.97,0.0
20161211:0210,0.0,0.0,0.0,0.0,0.0,7.97,0.76,0.0
20161211:0310,0.0,0.0,0.0,0.0,0.0,7.33,0.9,0.0
20161211:0410,0.0,0.0,0.0,0.0,0.0,6.64,1.03,0.0
20161211:0510,0.0,0.0,0.0,0.0,0.0,6.14,1.03,0.0
20161211:0610,0.0,0.0,0.0,0.0,0.0,5.95,0.9,0.0
20161211:0710,0.0,0.0,0.0,0.0,0.0,6.12,0.97,0.0
20161211:0810,15183000.0,124.33,64.37,1.31,6.62,5.8,1.03,0.0
20161211:0910,28617000.0,194.83,143.69,3.48,15.31,7.63,0.69,0.0
20161211:1010,40704000.0,281.57,203.95,5.42,22.23,10.76,0.97,0.0
20161211:1110,51637000.0,390.41,232.74,6.97,26.75,12.59,1.52,0.0
20161211:1210,51437000.0,376.03,247.98,7.28,28.33,13.27,1.38,0.0
20161211:1310,51254000.0,395.57,228.32,7.08,26.74,13.66,1.24,0.0
20161211:1410,55519000.0,544.69,134.83,6.66,22.22,13.9,1.31,0.0
20161211:1510,41963000.0,416.05,94.33,4.46,15.3,13.81,1.38,0.0
20161211:1610,18409000.0,182.58,56.84,1.57,6.61,13.26,1.24,0.0
20161211:1710,0.0,0.0,0.0,0.0,0.0,11.95,1.45,0.0
20161211:1810,0.0,0.0,0.0,0.0,0.0,9.86,1.31,0.0
20161211:1910,0.0,0.0,0.0,0.0,0.0,9.67,0.97,0.0
20161211:2010,0.0,0.0,0.0,0.0,0.0,9.35,0.83,0.0
20161211:2110,0.0,0.0,0.0,0.0,0.0,8.85,0.76,0.0
20161211:2210,0.0,0.0,0.0,0.0,0.0,8.17,0.9,0.0
20161211:2310,0.0,0.0,0.0,0.0,0.0,7.06,0.97,0.0
20161212:0010,0.0,0.0,0.0,0.0,0.0,7.1,0.83,0.0
20161212:0110,0.0,0.0,0.0,0.0,0.0,6.85,0.55,0.0
20161212:0210,0.0,0.0,0.0,0.0,0.0,6.53,0.62,0.0
20161212:0310,0.0,0.0,0.0,0.0,0.0,6.32,0.83,0.0
20161212:0410,0.0,0.0,0.0,0.0,0.0,6.12,0.83,0.0
20161212:0510,0.0,0.0,0.0,0.0,0.0,5.84,0.69,0.0
20161212:0610,0.0,0.0,0.0,0.0,0.0,5.23,0.69,0.0
20161212:0710,0.0,0.0,0.0,0.0,0.0,3.31,0.48,0.0
20161212:0810,17360000.0,147.32,64.92,1.35,6.49,3.72,0.34,0.0
20161212:0910,35233000.0,271.23,141.72,3.79,15.19,5.28,0.28,0.0
20161212:1010,49097000.0,400.52,189.71,5.95,22.11,8.44,0.14,0.0
20161212:1110,55905000.0,467.27,218.92,7.32,26.65,10.62,0.21,0.0
20161212:1210,53958000.0,423.88,239.77,7.5,28.25,11.86,0.28,0.0
20161212:1310,59308000.0,551.04,188.08,7.74,26.69,12.63,0.28,0.0
20161212:1410,54522000.0,533.87,138.47,6.61,22.19,12.98,0.48,0.0
20161212:1510,41048000.0,401.26,99.4,4.41,15.3,12.97,0.69,0.0
20161212:1610,17989000.0,176.09,57.57,1.55,6.62,12.49,0.9,0.0
20161212:1710,0.0,0.0,0.0,0.0,0.0,11.26,1.1,0.0
20161212:1810,0.0,0.0,0.0,0.0,0.0,9.4,1.03,0.0
20161212:1910,0.0,0.0,0.0,0.0,0.0,9.57,0.69,0.0
20161212:2010,0.0,0.0,0.0,0.0,0.0,8.94,0.55,0.0
20161212:2110,0.0,0.0,0.0,0.0,0.0,8.32,0.76,0.0
20161212:2210,0.0,0.0,0.0,0.0,0.0,6.82,1.1,0.0
20161212:2310,0.0,0.0,0.0,0.0,0.0,5.97,1.17,0.0
20161213:0010,0.0,0.0,0.0,0.0,0.0,6.13,0.97,0.0
20161213:0110,0.0,0.0,0.0,0.0,0.0,6.42,0.83,0.0
20161213:0210,0.0,0.0,0.0,0.0,0.0,6.01,0.9,0.0
20161213:0310,0.0,0.0,0.0,0.0,0.0,3.86,0.97,0.0
20161213:0410,0.0,0.0,0.0,0.0,0.0,3.89,0.9,0.0
20161213:0510,0.0,0.0,0.0,0.0,0.0,3.85,1.03,0.0
20161213:0610,0.0,0.0,0.0,0.0,0.0,3.81,1.1,0.0
20161213:0710,0.0,0.0,0.0,0.0,0.0,3.6,1.03,0.0
20161213:0810,20223000.0,179.49,64.73,1.4,6.37,3.87,1.03,0.0
20161213:0910,38547000.0,315.54,135.41,3.91,15.07,5.93,0.83,0.0
20161213:1010,54355000.0,473.63,172.21,6.21,22.0,7.67,1.03,0.0
20161213:1110,67079000.0,661.48,157.23,8.05,26.55,8.63,0.9,0.0
20161213:1210,71933000.0,771.93,123.79,8.88,28.17,9.72,0.69,0.0
20161213:1310,67082000.0,695.61,133.76,8.28,26.64,10.8,0.83,0.0
20161213:1410,45811000.0,361.09,187.46,5.92,22.17,11.37,1.24,0.0
20161213:1510,25040000.0,165.23,138.07,3.44,15.3,11.66,1.17,0.0
20161213:1610,16898000.0,159.28,59.89,1.51,6.64,11.38,0.76,0.0
20161213:1710,0.0,0.0,0.0,0.0,0.0,10.67,0.34,0.0
20161213:1810,0.0,0.0,0.0,0.0,0.0,10.17,0.34,0.0
20161213:1910,0.0,0.0,0.0,0.0,0.0,8.77,0.83,0.0
20161213:2010,0.0,0.0,0.0,0.0,0.0,8.09,0.9,0.0
20161213:2110,0.0,0.0,0.0,0.0,0.0,7.3,1.03,0.0
20161213:2210,0.0,0.0,0.0,0.0,0.0,6.28,1.24,0.0
20161213:2310,0.0,0.0,0.0,0.0,0.0,5.41,1.31,0.0
20161214:0010,0.0,0.0,0.0,0.0,0.0,4.9,1.24,0.0
20161214:0110,0.0,0.0,0.0,0.0,0.0,4.42,1.31,0.0
20161214:0210,0.0,0.0,0.0,0.0,0.0,4.21,1.24,0.0
20161214:0310,0.0,0.0,0.0,0.0,0.0,4.01,1.24,0.0
20161214:0410,0.0,0.0,0.0,0.0,0.0,3.86,1.24,0.0
20161214:0510,0.0,0.0,0.0,0.0,0.0,3.65,1.31,0.0
20161214:0610,0.0,0.0,0.0,0.0,0.0,3.45,1.38,0.0
20161214:0710,0.0,0.0,0.0,0.0,0.0,4.0,1.59,0.0
20161214:0810,23527000.0,221.2,60.65,1.46,6.25,4.33,1.59,0.0
20161214:0910,37957000.0,306.93,135.95,3.86,14.96,7.05,1.72,0.0
20161214:1010,36279000.0,218.4,203.11,5.02,21.9,8.91,3.38,0.0
20161214:1110,17016000.0,25.42,181.97,3.79,26.47,9.7,3.93,0.0
20161214:1210,19554000.0,34.03,201.91,4.24,28.11,10.13,3.86,0.0
20161214:1310,7334000.0,0.0,99.93,2.0,26.6,10.22,3.72,0.0
20161214:1410,4127000.0,0.0,62.68,1.26,22.15,10.29,3.59,0.0
20161214:1510,11984000.0,38.01,114.18,2.44,15.3,10.13,3.45,0.0
20161214:1610,2604000.0,6.78,37.62,0.76,6.66,9.67,2.41,0.0
20161214:1710,0.0,0.0,0.0,0.0,0.0,8.98,2.07,0.0
20161214:1810,0.0,0.0,0.0,0.0,0.0,8.77,2.41,0.0
20161214:1910,0.0,0.0,0.0,0.0,0.0,8.27,1.03,0.0
20161214:2010,0.0,0.0,0.0,0.0,0.0,7.97,1.1,0.0
20161214:2110,0.0,0.0,0.0,0.0,0.0,7.54,1.59,0.0
20161214:2210,0.0,0.0,0.0,0.0,0.0,7.05,1.72,0.0
20161214:2310,0.0,0.0,0.0,0.0,0.0,6.56,1.45,0.0
20161215:0010,0.0,0.0,0.0,0.0,0.0,6.33,1.24,0.0
20161215:0110,0.0,0.0,0.0,0.0,0.0,6.17,1.17,0.0
20161215:0210,0.0,0.0,0.0,0.0,0.0,6.1,1.24,0.0
20161215:0310,0.0,0.0,0.0,0.0,0.0,6.09,1.17,0.0
20161215:0410,0.0,0.0,0.0,0.0,0.0,6.08,0.83,0.0
20161215:0510,0.0,0.0,0.0,0.0,0.0,6.1,0.55,0.0
20161215:0610,0.0,0.0,0.0,0.0,0.0,6.11,0.62,0.0
20161215:0710,0.0,0.0,0.0,0.0,0.0,6.17,0.62,0.0
20161215:0810,5093000.0,30.8,43.1,0.86,6.14,6.19,0.69,0.0
20161215:0910,10301000.0,28.03,103.99,2.17,14.85,7.06,1.1,0.0
20161215:1010,11366000.0,10.63,133.62,2.73,21.81,7.7,1.52,0.0
20161215:1110,17594000.0,29.38,184.62,3.86,26.39,8.8,1.93,0.0
20161215:1210,64860000.0,575.55,200.78,8.12,28.05,9.63,2.21,0.0
20161215:1310,43898000.0,278.63,240.16,6.41,26.57,10.29,1.86,0.0
20161215:1410,47355000.0,377.83,184.87,5.99,22.14,10.35,1.59,0.0
20161215:1510,12943000.0,44.75,118.54,2.55,15.31,10.04,2.0,0.0
20161215:1610,17288000.0,159.14,61.3,1.53,6.69,9.5,2.34,0.0
20161215:1710,0.0,0.0,0.0,0.0,0.0,8.78,2.55,0.0
20161215:1810,0.0,0.0,0.0,0.0,0.0,8.21,2.28,0.0
20161215:1910,0.0,0.0,0.0,0.0,0.0,7.75,2.0,0.0
20161215:2010,0.0,0.0,0.0,0.0,0.0,7.52,1.93,0.0
20161215:2110,0.0,0.0,0.0,0.0,0.0,7.24,2.0,0.0
20161215:2210,0.0,0.0,0.0,0.0,0.0,6.95,2.14,0.0
20161215:2310,0.0,0.0,0.0,0.0,0.0,6.84,2.28,0.0
20161216:0010,0.0,0.0,0.0,0.0,0.0,6.68,2.34,0.0
20161216:0110,0.0,0.0,0.0,0.0,0.0,6.52,2.48,0.0
20161216:0210,0.0,0.0,0.0,0.0,0.0,6.31,2.55,0.0
20161216:0310,0.0,0.0,0.0,0.0,0.0,5.83,2.69,0.0
20161216:0410,0.0,0.0,0.0,0.0,0.0,5.42,2.34,0.0
20161216:0510,0.0,0.0,0.0,0.0,0.0,5.09,2.69,0.0
20161216:0610,0.0,0.0,0.0,0.0,0.0,5.05,3.03,0.0
20161216:0710,0.0,0.0,0.0,0.0,0.0,5.36,3.03,0.0
20161216:0810,1737000.0,4.46,28.0,0.56,6.03,5.25,2.69,0.0
20161216:0910,12768000.0,46.07,111.85,2.37,14.75,5.51,2.14,0.0
20161216:1010,1481000.0,0.0,29.07,0.58,21.72,5.89,2.28,0.0
